breakdown,breakdown_value,sig,impact,insight,insight_type,score,measure,iid
Year,2008,0.999887562,0.125714286,outlier,shape,0.125700151,Mileage,494
Year,2012,0.995268652,0.135900621,outlier,shape,0.135257628,Mileage,495
Year,2008,0.999471451,0.346086957,outlier,shape,0.345904032,Mileage,496
Year,2008,0.998285377,0.907826087,outlier,shape,0.906269507,Mileage,497
Year,2012,0.992793809,0.398509317,outlier,shape,0.395637583,Mileage,498
Year,2007,0.998305473,0.337888199,outlier,shape,0.337315638,Mileage,499
Registration,yes,0.926007606,0.068819876,attribution,point,0.063727728,Mileage,500
Body,van,0.517582619,0.123975155,attribution,point,0.064167386,Mileage,501
Body,van,0.582634278,0.113291925,attribution,point,0.066007759,Mileage,502
Engine Type,Diesel,0.783652656,0.092173913,attribution,point,0.072232332,Mileage,503
Registration,yes,0.893879423,0.076024845,attribution,point,0.067957044,Mileage,504
Registration,yes,0.734732673,0.094161491,attribution,point,0.069183524,Mileage,505
Registration,yes,0.935952323,0.076273292,attribution,point,0.071388165,Mileage,506
Registration,yes,0.820801732,0.089689441,attribution,point,0.073617249,Mileage,507
Registration,yes,0.939654424,0.082981366,attribution,point,0.077973808,Mileage,508
Registration,yes,0.675491246,0.100869565,attribution,point,0.068136508,Mileage,509
Registration,yes,0.931622161,0.074037267,attribution,point,0.068974759,Mileage,510
Registration,yes,0.880414093,0.088447205,attribution,point,0.077870166,Mileage,511
Registration,yes,0.921681823,0.110559006,attribution,point,0.101900226,Mileage,512
Engine Type,Diesel,0.830515859,0.110559006,attribution,point,0.091821008,Mileage,513
Engine Type,Diesel,0.772593415,0.094161491,attribution,point,0.072748548,Mileage,514
Registration,yes,0.918803939,0.083229814,attribution,point,0.076471881,Mileage,515
Registration,yes,0.94824288,0.097639752,attribution,point,0.092586199,Mileage,516
Registration,yes,0.903871562,0.09515528,attribution,point,0.086008151,Mileage,517
Engine Type,Diesel,0.826313867,0.104347826,attribution,point,0.086224056,Mileage,518
Registration,yes,0.736502203,0.104347826,attribution,point,0.076852404,Mileage,519
Registration,yes,0.943688824,0.075031056,attribution,point,0.070805969,Mileage,520
Body,sedan,0.717252971,0.159006211,attribution,point,0.114047677,Mileage,521
Registration,yes,0.89864549,0.123975155,attribution,point,0.111409714,Mileage,522
Registration,yes,0.950738465,0.083478261,attribution,point,0.079365994,Mileage,523
Body,sedan,0.562514915,0.140621118,attribution,point,0.079101476,Mileage,524
Registration,yes,0.928119604,0.204720497,attribution,point,0.190005107,Mileage,525
Registration,yes,0.947331404,0.126708075,attribution,point,0.120034538,Mileage,526
Registration,yes,0.933904697,0.146583851,attribution,point,0.136895347,Mileage,527
Registration,yes,0.908166501,0.21863354,attribution,point,0.198555657,Mileage,528
Engine Type,Diesel,0.636439916,0.21863354,attribution,point,0.139147112,Mileage,529
Registration,yes,0.920791419,0.097888199,attribution,point,0.090134613,Mileage,530
Registration,yes,0.888955206,1.0,attribution,point,0.888955206,Mileage,531
Engine Type,Diesel,0.622291014,0.20173913,attribution,point,0.125540448,Mileage,532
Body,sedan,0.628779324,0.364720497,attribution,point,0.229328707,Mileage,533
Body,sedan,0.711771109,0.132919255,attribution,point,0.094608085,Mileage,534
Registration,yes,0.873653549,0.381118012,attribution,point,0.332965104,Mileage,535
Engine Type,Diesel,0.589544328,0.187826087,attribution,point,0.110731804,Mileage,536
Registration,yes,0.825663893,0.159006211,attribution,point,0.131285687,Mileage,537
Registration,yes,0.881310532,0.111055901,attribution,point,0.097874735,Mileage,538
Registration,yes,0.843777287,0.462360248,attribution,point,0.390129076,Mileage,539
Engine Type,Diesel,0.918124306,0.15552795,attribution,point,0.142793991,Mileage,540
Registration,yes,0.900455534,0.20447205,attribution,point,0.184117989,Mileage,541
Registration,yes,0.928187293,0.195031056,attribution,point,0.181025348,Mileage,542
Registration,yes,0.932466644,0.15552795,attribution,point,0.145024626,Mileage,543
Body,sedan,0.637259247,0.346086957,attribution,point,0.220547113,Mileage,544
Engine Type,Diesel,0.615833765,0.20447205,attribution,point,0.125920792,Mileage,545
Engine Type,Diesel,0.918228053,0.149813665,attribution,point,0.13756311,Mileage,546
Registration,yes,0.92328203,0.364720497,attribution,point,0.336739881,Mileage,547
Registration,yes,0.932559183,0.140869565,attribution,point,0.131369207,Mileage,548
Body,sedan,0.56650723,0.146583851,attribution,point,0.083040811,Mileage,549
