breakdown,breakdown_value,sig,impact,insight,insight_type,score,measure,iid,sid,fcpE_mds,fcpE_se,fcpE_iso,fcpE_tsne,x,y,rdcE_mds,rdcE_se,rdcE_iso,rdcE_tsne
year,-1,0.968692856,0.195870882,cross measure correlation,compound,0.189738724,PTS;AST,290,314677,"[-0.1368106720622824, 0.07308260348235263]","[-0.00594604681731227, -0.013294604402259337]","[0.001517405947171594, 5.355299898211412e-05]","[11.32787036895752, -7.995606899261475]",11.32787036895752,-7.995606899261475,"[46.247920402010614, 8.116175096030888]","[-0.006730736164108067, 0.007671063158034486]","[0.6755257844912127, -0.4031852627994244]","[15.359686851501465, -10.782125473022461]"
age,24,0.8602351570000001,0.195870882,top1,point,0.168495019,PTS,336,314677,"[-0.1368106729951259, 0.07308260321740204]","[-0.00594604681731227, -0.013294604402259337]","[0.001517405947171596, 5.3552998982118644e-05]","[11.841949462890625, -7.915177822113037]",11.841949462890625,-7.915177822113037,"[46.247920402010614, 8.116175096030888]","[-0.006730736164108067, 0.007671063158034486]","[0.6755257844912116, -0.4031852627994252]","[15.175402641296387, -11.428496360778809]"
year,-1,0.855355575,0.1696943689999999,trend,shape,0.145149025,PTS,28,492966,"[0.07372758389349629, -0.042735116684825145]","[-0.005946046817312245, -0.013294604402259748]","[0.0015174059471715982, 5.3552998982114524e-05]","[-16.970975875854492, -1.9832547903060913]",-16.970975875854492,-1.9832547903060913,"[-34.06656173363989, 53.899408070026844]","[-0.00673073616410814, 0.007671063158036056]","[0.6755257844912131, -0.40318526279942424]","[-11.264239311218262, -20.97893714904785]"
year,1967,1.0,0.1696943689999999,change point,shape,0.1696943689999999,PTS,96,492966,"[0.07372758381953964, -0.042735116634431664]","[-0.005946046817312242, -0.013294604402259758]","[0.0015174059471715986, 5.355299898211324e-05]","[-17.164657592773438, -1.5890240669250488]",-17.164657592773438,-1.5890240669250488,"[-34.06656173363921, 53.899408070026915]","[-0.0067307361641081274, 0.0076710631580360475]","[0.6755257844912118, -0.40318526279942385]","[-11.100398063659668, -20.228960037231445]"
year,2014,0.943794182,0.1696943689999999,outlier,shape,0.160156558,PTS,116,492966,"[0.07372758394506725, -0.042735116719961955]","[-0.005946046817312245, -0.013294604402259744]","[0.0015174059471715978, 5.355299898211203e-05]","[-17.51833724975586, -2.6678664684295654]",-17.51833724975586,-2.6678664684295654,"[-34.066561733639325, 53.89940807002691]","[-0.006730736164108146, 0.00767106315803605]","[0.6755257844912123, -0.40318526279942357]","[-10.833635330200195, -20.559175491333008]"
year,-1,0.7272522770000001,0.1696943689999999,clustering,compound shape,0.09255883,PTS;AST,215,492966,"[0.07372758430767623, -0.04273511696695125]","[-0.005946046817312242, -0.013294604402259741]","[0.0015174059471715982, 5.355299898210939e-05]","[-17.184696197509766, -1.566402792930603]",-17.184696197509766,-1.566402792930603,"[-34.06656173363992, 53.899408070026745]","[-0.00673073616410814, 0.0076710631580360475]","[0.6755257844912125, -0.40318526279942307]","[-11.783015251159668, -21.356298446655273]"
team_name,-1,0.663028485,0.1696943689999999,clustering,compound shape,0.092619179,PTS;AST,223,492966,"[0.07372758433955777, -0.042735116988661774]","[-0.0059460468173122335, -0.013294604402259748]","[0.0015174059471715939, 5.35529989821133e-05]","[-17.51831817626953, -2.6678638458251953]",-17.51831817626953,-2.6678638458251953,"[-34.06656173363925, 53.89940807002695]","[-0.00673073616410814, 0.007671063158036041]","[0.6755257844912116, -0.4031852627994235]","[-10.506985664367676, -20.377941131591797]"
name,-1,0.7943350259999999,0.1696943689999999,clustering,compound shape,0.146499414,PTS;AST,245,492966,"[0.073727583668714, -0.042735116531638834]","[-0.005946046817312242, -0.013294604402259744]","[0.001517405947171597, 5.3552998982113555e-05]","[-17.164663314819336, -1.5890198945999146]",-17.164663314819336,-1.5890198945999146,"[-34.066561733639816, 53.899408070026816]","[-0.006730736164108137, 0.0076710631580360475]","[0.6755257844912133, -0.40318526279942485]","[-11.785799026489258, -21.35025978088379]"
name,-1,0.875630672,0.1696943689999999,cross measure correlation,compound,0.148589594,PTS;AST,256,492966,"[0.07372758362070882, -0.04273511649891607]","[-0.005946046817312242, -0.013294604402259753]","[0.0015174059471715986, 5.3552998982108656e-05]","[-16.96694564819336, -2.009143352508545]",-16.96694564819336,-2.009143352508545,"[-34.06656173363929, 53.89940807002695]","[-0.0067307361641081335, 0.007671063158036058]","[0.6755257844912121, -0.40318526279942296]","[-11.749418258666992, -20.763607025146484]"
year,-1,0.933646613,0.1696943689999999,cross measure correlation,compound,0.158434573,PTS;AST,260,492966,"[0.07372758394312957, -0.04273511671864167]","[-0.005946046817312242, -0.01329460440225975]","[0.001517405947171597, 5.355299898211218e-05]","[-17.016996383666992, -2.259082555770874]",-17.016996383666992,-2.259082555770874,"[-34.066561733639325, 53.89940807002689]","[-0.006730736164108137, 0.00767106315803604]","[0.6755257844912128, -0.40318526279942457]","[-11.403441429138184, -20.303159713745117]"
team_name,-1,0.96914114,0.1696943689999999,cross measure correlation,compound,0.164457794,PTS;AST,272,492966,"[0.07372758364009477, -0.04273511651213058]","[-0.005946046817312245, -0.013294604402259748]","[0.0015174059471715954, 5.355299898211293e-05]","[-17.51828956604004, -2.6678576469421387]",-17.51828956604004,-2.6678576469421387,"[-34.06656173363982, 53.899408070026844]","[-0.006730736164108131, 0.007671063158036052]","[0.6755257844912129, -0.4031852627994249]","[-10.506985664367676, -20.377941131591797]"
age,-1,0.997882172,0.1696943689999999,cross measure correlation,compound,0.169334985,PTS;AST,299,492966,"[0.07372758363133411, -0.042735116506158924]","[-0.005946046817312236, -0.013294604402259753]","[0.0015174059471715978, 5.35529989821115e-05]","[-17.153453826904297, -2.477924108505249]",-17.153453826904297,-2.477924108505249,"[-34.06656173363969, 53.899408070026716]","[-0.006730736164108125, 0.007671063158036033]","[0.6755257844912125, -0.40318526279942524]","[-11.137253761291504, -20.87871551513672]"
age,25,0.863513581,0.1696943689999999,top1,point,0.1465333919999999,PTS,339,492966,"[0.07372758398596384, -0.042735116747824355]","[-0.005946046817312242, -0.013294604402259748]","[0.0015174059471716, 5.3552998982113515e-05]","[-17.0971622467041, -2.3854591846466064]",-17.0971622467041,-2.3854591846466064,"[-34.06656173363976, 53.899408070026716]","[-0.006730736164108137, 0.007671063158036046]","[0.6755257844912136, -0.40318526279942374]","[-11.749418258666992, -20.763607025146484]"
year,-1,0.7732160570000001,0.182663424,trend,shape,0.141238293,PTS,30,492965,"[-0.1271562281481144, 0.057508509978010255]","[-0.005946046817312267, -0.013294604402259356]","[0.0015174059471715975, 5.355299898211338e-05]","[12.339879989624023, -8.402194023132324]",12.339879989624023,-8.402194023132324,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108067, 0.007671063158034481]","[0.6755257844912119, -0.4031852627994241]","[15.463091850280762, -9.457318305969238]"
year,1968,1.0,0.182663424,change point,shape,0.182663424,PTS,76,492965,"[-0.12715622813247623, 0.05750850998106024]","[-0.005946046817312264, -0.013294604402259349]","[0.0015174059471715945, 5.3552998982112464e-05]","[12.553936004638672, -8.16535758972168]",12.553936004638672,-8.16535758972168,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108067, 0.007671063158034488]","[0.6755257844912116, -0.40318526279942346]","[14.34456729888916, -10.193277359008789]"
year,2008,0.924435641,0.182663424,outlier,shape,0.16886058,PTS,134,492965,"[-0.12715622834057036, 0.05750850994047812]","[-0.00594604681731227, -0.013294604402259337]","[0.0015174059471715978, 5.355299898211679e-05]","[12.562093734741211, -7.800410270690918]",12.562093734741211,-7.800410270690918,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108067, 0.0076710631580344905]","[0.6755257844912124, -0.4031852627994243]","[14.34456729888916, -10.193277359008789]"
year,-1,0.8065300679999999,0.182663424,clustering,compound shape,0.124862883,PTS;AST,220,492965,"[-0.1271562281447996, 0.05750850997865679]","[-0.005946046817312276, -0.013294604402259356]","[0.0015174059471715978, 5.355299898211156e-05]","[12.33987808227539, -8.402195930480957]",12.33987808227539,-8.402195930480957,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108067, 0.007671063158034486]","[0.675525784491211, -0.40318526279942274]","[15.821691513061523, -9.748710632324219]"
name,-1,0.839326591,0.182663424,clustering,compound shape,0.162038055,PTS;AST,241,492965,"[-0.1271562282975283, 0.05750850994887157]","[-0.00594604681731227, -0.013294604402259361]","[0.001517405947171597, 5.3552998982113745e-05]","[12.125237464904785, -7.317381858825684]",12.125237464904785,-7.317381858825684,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108069, 0.0076710631580344905]","[0.6755257844912119, -0.40318526279942407]","[15.502338409423828, -9.929116249084473]"
team_name,-1,0.754795778,0.182663424,clustering,compound shape,0.099380695,PTS;AST,248,492965,"[-0.1271562281445944, 0.05750850997869682]","[-0.005946046817312276, -0.013294604402259347]","[0.0015174059471715973, 5.355299898211348e-05]","[12.137078285217285, -7.321789264678955]",12.137078285217285,-7.321789264678955,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108069, 0.007671063158034498]","[0.6755257844912126, -0.4031852627994245]","[14.841703414916992, -9.5943603515625]"
name,-1,0.882362491,0.182663424,cross measure correlation,compound,0.161175354,PTS;AST,261,492965,"[-0.12715610328962004, 0.05750853309321718]","[-0.005946046817312267, -0.013294604402259349]","[0.001517405947171598, 5.3552998982112905e-05]","[12.339611053466797, -8.402422904968262]",12.339611053466797,-8.402422904968262,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108072, 0.007671063158034494]","[0.6755257844912129, -0.4031852627994244]","[15.16370677947998, -10.073309898376465]"
age,-1,0.998351023,0.182663424,cross measure correlation,compound,0.182362217,PTS;AST,267,492965,"[-0.12715622816023364, 0.05750850997564655]","[-0.005946046817312267, -0.013294604402259349]","[0.0015174059471715967, 5.355299898211294e-05]","[12.42337417602539, -7.486542701721191]",12.42337417602539,-7.486542701721191,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108081, 0.007671063158034494]","[0.6755257844912116, -0.4031852627994237]","[14.841703414916992, -9.5943603515625]"
year,-1,0.968173702,0.182663424,cross measure correlation,compound,0.176849924,PTS;AST,291,492965,"[-0.12715622814679953, 0.05750850997826668]","[-0.0059460468173122725, -0.013294604402259352]","[0.0015174059471715982, 5.35529989821102e-05]","[12.562093734741211, -7.800410270690918]",12.562093734741211,-7.800410270690918,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108067, 0.007671063158034485]","[0.6755257844912125, -0.40318526279942407]","[14.841703414916992, -9.5943603515625]"
team_name,-1,0.984645099,0.182663424,cross measure correlation,compound,0.179858646,PTS;AST,298,492965,"[-0.12715623007321272, 0.05750850960284082]","[-0.005946046817312267, -0.01329460440225934]","[0.0015174059471715962, 5.355299898211264e-05]","[12.137042999267578, -7.321775436401367]",12.137042999267578,-7.321775436401367,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108072, 0.007671063158034488]","[0.675525784491213, -0.40318526279942507]","[14.681127548217773, -10.188643455505371]"
age,24,0.8487800990000001,0.182663424,top1,point,0.15504108,PTS,346,492965,"[-0.12715622815443595, 0.05750850997677738]","[-0.005946046817312267, -0.013294604402259361]","[0.0015174059471715975, 5.3552998982113325e-05]","[12.562220573425293, -7.8011155128479]",12.562220573425293,-7.8011155128479,"[41.76193314028298, 3.427981249996551]","[-0.006730736164108069, 0.007671063158034486]","[0.6755257844912121, -0.4031852627994236]","[15.821691513061523, -9.748710632324219]"
year,-1,0.7809783840000001,0.920421494,trend,shape,0.7188292909999999,PTS,31,156899,"[0.4049519921906479, 0.7562333210767564]","[-0.005252124012250604, -0.008164195745660147]","[0.0015174059471715988, 5.355299898211258e-05]","[8.75192928314209, -24.70769500732422]",8.75192928314209,-24.70769500732422,"[96.58832174674008, -56.45599462939418]","[0.027662409837183724, 0.01483618742615141]","[0.6755257844912111, -0.40318526279942424]","[8.990121841430664, 23.692096710205078]"
year,1968,1.0,0.920421494,change point,shape,0.920421494,PTS,97,156899,"[0.3908000119344868, 0.7631654655608165]","[-0.005252124012250612, -0.00816419574566016]","[0.0015174059471715997, 5.355299898211026e-05]","[7.957213401794434, -23.943246841430664]",7.957213401794434,-23.943246841430664,"[96.58832174674008, -56.45599462939419]","[0.02766240983718372, 0.014836187426151415]","[0.6755257844912119, -0.40318526279942446]","[8.546077728271484, 23.2305908203125]"
year,2014,0.8799063909999999,0.920421494,outlier,shape,0.809884755,PTS,147,156899,"[0.4047071574722706, 0.7563574900049647]","[-0.005252124012250603, -0.008164195745660149]","[0.0015174059471715975, 5.3552998982111705e-05]","[8.75192928314209, -24.70769500732422]",8.75192928314209,-24.70769500732422,"[96.58832174674009, -56.45599462939417]","[0.027662409837183762, 0.01483618742615143]","[0.6755257844912111, -0.40318526279942446]","[7.770490646362305, 24.01007080078125]"
year,-1,0.824212267,0.920421494,clustering,compound shape,0.637308277,PTS;AST,236,156899,"[0.42210444451185586, 0.7471951253511067]","[-0.005252124012250605, -0.008164195745660153]","[0.0015174059471716008, 5.355299898211341e-05]","[8.220008850097656, -24.682395935058594]",8.220008850097656,-24.682395935058594,"[96.58832174674008, -56.45599462939419]","[0.027662409837183738, 0.014836187426151419]","[0.6755257844912129, -0.4031852627994251]","[8.990121841430664, 23.692096710205078]"
name,-1,0.8248819540000001,0.920421494,clustering,compound shape,0.828401823,PTS;AST,244,156899,"[0.3985346524089906, 0.7594399201814229]","[-0.005252124012250606, -0.008164195745660165]","[0.0015174059471715965, 5.3552998982113786e-05]","[7.957213401794434, -23.943246841430664]",7.957213401794434,-23.943246841430664,"[96.58832174674008, -56.45599462939419]","[0.02766240983718374, 0.014836187426151415]","[0.6755257844912114, -0.40318526279942296]","[8.271646499633789, 23.974687576293945]"
team_name,-1,0.803762526,0.920421494,clustering,compound shape,0.546904286,PTS;AST,247,156899,"[0.4005803010843442, 0.7584287358895442]","[-0.005252124012250607, -0.008164195745660154]","[0.0015174059471715965, 5.355299898211489e-05]","[8.495650291442871, -24.151025772094727]",8.495650291442871,-24.151025772094727,"[96.58832174674008, -56.45599462939419]","[0.02766240983718374, 0.014836187426151419]","[0.6755257844912134, -0.4031852627994235]","[9.432306289672852, 23.80057716369629]"
name,-1,0.651964317,0.920421494,cross measure correlation,compound,0.600081971,PTS;AST,266,156899,"[0.40093879287274903, 0.7582504573339128]","[-0.005252124012250609, -0.008164195745660153]","[0.001517405947171596, 5.355299898211454e-05]","[7.977447032928467, -24.312580108642578]",7.977447032928467,-24.312580108642578,"[96.58832174674009, -56.45599462939417]","[0.02766240983718373, 0.014836187426151405]","[0.675525784491213, -0.40318526279942335]","[8.990121841430664, 23.692096710205078]"
team_name,-1,0.997012547,0.920421494,cross measure correlation,compound,0.917671778,PTS;AST,284,156899,"[0.3968545381347368, 0.7602625126247149]","[-0.00525212401225061, -0.008164195745660153]","[0.0015174059471715971, 5.3552998982111475e-05]","[7.957213401794434, -23.943246841430664]",7.957213401794434,-23.943246841430664,"[96.58832174674008, -56.45599462939419]","[0.02766240983718374, 0.014836187426151424]","[0.6755257844912116, -0.40318526279942385]","[8.021849632263184, 23.49796485900879]"
year,-1,0.985595264,0.920421494,cross measure correlation,compound,0.907163066,PTS;AST,293,156899,"[0.40189684559957795, 0.7577724646575458]","[-0.005252124012250604, -0.00816419574566015]","[0.0015174059471715932, 5.3552998982110845e-05]","[8.75192928314209, -24.70769500732422]",8.75192928314209,-24.70769500732422,"[96.58832174674009, -56.45599462939417]","[0.027662409837183738, 0.014836187426151419]","[0.6755257844912125, -0.40318526279942335]","[7.7638702392578125, 24.020994186401367]"
age,-1,0.997035633,0.920421494,cross measure correlation,compound,0.917693027,PTS;AST,297,156899,"[0.39967462641339574, 0.7588777103183507]","[-0.005252124012250607, -0.008164195745660163]","[0.0015174059471715965, 5.355299898211179e-05]","[8.092652320861816, -24.511884689331055]",8.092652320861816,-24.511884689331055,"[96.58832174674008, -56.45599462939419]","[0.027662409837183738, 0.014836187426151413]","[0.6755257844912125, -0.40318526279942374]","[8.222580909729004, 23.377540588378906]"
pos_name,SG,0.059955949,0.920421494,top1,point,0.055184744,PTS,331,156899,"[0.4006397582497406, 0.7583991897070299]","[-0.005252124012250605, -0.008164195745660153]","[0.001517405947171597, 5.3552998982111834e-05]","[8.142594337463379, -24.583953857421875]",8.142594337463379,-24.583953857421875,"[96.58832174674008, -56.45599462939418]","[0.027662409837183738, 0.014836187426151415]","[0.6755257844912121, -0.4031852627994239]","[8.990121841430664, 23.692096710205078]"
age,24,0.939597401,0.920421494,top1,point,0.8648256440000001,PTS,343,156899,"[0.3972765360843806, 0.7600565788717105]","[-0.005252124012250604, -0.00816419574566015]","[0.001517405947171597, 5.355299898211513e-05]","[8.75192928314209, -24.70769500732422]",8.75192928314209,-24.70769500732422,"[96.58832174674008, -56.45599462939418]","[0.02766240983718374, 0.014836187426151413]","[0.6755257844912137, -0.4031852627994237]","[8.271646499633789, 23.974687576293945]"
year,-1,0.5396693610000001,0.1927716589999999,trend,shape,0.104032958,PTS,33,314679,"[-0.21726284143090152, -0.017862411130276923]","[-0.005946046817312106, -0.013294604402259238]","[0.0015174059471715978, 5.355299898211052e-05]","[13.109604835510254, 8.982525825500488]",13.109604835510254,8.982525825500488,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108002, 0.007671063158035819]","[0.6755257844912113, -0.40318526279942424]","[-18.27921485900879, -1.5469529628753662]"
year,1967,1.0,0.1927716589999999,change point,shape,0.1927716589999999,PTS,77,314679,"[-0.21726284144649205, -0.017862411172736934]","[-0.005946046817312103, -0.013294604402259238]","[0.0015174059471715982, 5.355299898211893e-05]","[13.403824806213379, 9.448111534118652]",13.403824806213379,9.448111534118652,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108002, 0.007671063158035807]","[0.675525784491213, -0.4031852627994238]","[-18.906187057495117, -1.321696400642395]"
year,1974,0.8901355940000001,0.1927716589999999,outlier,shape,0.171592915,PTS,133,314679,"[-0.21726284151295153, -0.01786241135373922]","[-0.005946046817312095, -0.013294604402259224]","[0.0015174059471715971, 5.355299898211653e-05]","[13.403824806213379, 9.448111534118652]",13.403824806213379,9.448111534118652,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108002, 0.007671063158035819]","[0.6755257844912131, -0.4031852627994245]","[-18.906187057495117, -1.321696400642395]"
lg_name,NBA,0.922948866,0.1927716589999999,attribution,point,0.1779183839999999,PTS,177,314679,"[-0.21726284141329008, -0.01786241108231218]","[-0.0059460468173121, -0.013294604402259224]","[0.001517405947171597, 5.355299898211312e-05]","[13.458259582519531, 8.940342903137207]",13.458259582519531,8.940342903137207,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108008, 0.007671063158035809]","[0.6755257844912123, -0.40318526279942407]","[-19.372425079345703, -1.364478349685669]"
team_name,-1,0.8117306479999999,0.1927716589999999,clustering,compound shape,0.122051072,PTS;AST,227,314679,"[-0.21726284149532699, -0.017862411305738752]","[-0.005946046817312106, -0.013294604402259238]","[0.0015174059471715978, 5.3552998982112044e-05]","[13.97026538848877, 9.490169525146484]",13.97026538848877,9.490169525146484,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164107999, 0.007671063158035811]","[0.675525784491213, -0.4031852627994244]","[-19.545087814331055, -1.754808783531189]"
name,-1,0.795461835,0.1927716589999999,clustering,compound shape,0.167055358,PTS;AST,230,314679,"[-0.21726284154387268, -0.017862411437951493]","[-0.0059460468173121095, -0.013294604402259233]","[0.0015174059471715965, 5.3552998982110296e-05]","[13.820209503173828, 9.14624309539795]",13.820209503173828,9.14624309539795,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108002, 0.0076710631580358115]","[0.6755257844912135, -0.4031852627994249]","[-19.79825782775879, -1.283021092414856]"
year,-1,0.8371995740000001,0.1927716589999999,clustering,compound shape,0.142157603,PTS;AST,238,314679,"[-0.2172628414396473, -0.017862411154096154]","[-0.005946046817312097, -0.013294604402259243]","[0.001517405947171597, 5.355299898211365e-05]","[13.46602725982666, 8.942537307739258]",13.46602725982666,8.942537307739258,"[-60.296524768015765, -23.998685627113066]","[-0.0067307361641079965, 0.007671063158035811]","[0.6755257844912136, -0.4031852627994238]","[-18.54347038269043, -1.954779863357544]"
team_name,-1,0.97819746,0.1927716589999999,cross measure correlation,compound,0.1885687469999999,PTS;AST,265,314679,"[-0.21726284143807537, -0.01786241114981472]","[-0.005946046817312097, -0.013294604402259241]","[0.0015174059471715965, 5.355299898211372e-05]","[13.00070858001709, 9.033804893493652]",13.00070858001709,9.033804893493652,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164107999, 0.007671063158035811]","[0.6755257844912106, -0.40318526279942485]","[-18.27921485900879, -1.5469529628753662]"
name,-1,0.864300176,0.1927716589999999,cross measure correlation,compound,0.166612579,PTS;AST,271,314679,"[-0.2172628246395485, -0.01786236540050257]","[-0.005946046817312112, -0.013294604402259233]","[0.0015174059471715978, 5.355299898211362e-05]","[13.820209503173828, 9.14624309539795]",13.820209503173828,9.14624309539795,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108011, 0.007671063158035815]","[0.6755257844912129, -0.4031852627994256]","[-19.076297760009766, -1.9692981243133545]"
year,-1,0.970293788,0.1927716589999999,cross measure correlation,compound,0.187045143,PTS;AST,276,314679,"[-0.21726282490182222, -0.01786236611476417]","[-0.005946046817312106, -0.01329460440225922]","[0.0015174059471715973, 5.3552998982111814e-05]","[12.826125144958496, 9.232831001281738]",12.826125144958496,9.232831001281738,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108005, 0.007671063158035806]","[0.6755257844912128, -0.4031852627994241]","[-18.15142822265625, -1.3554470539093018]"
age,-1,0.995243543,0.1927716589999999,cross measure correlation,compound,0.191854749,PTS;AST,285,314679,"[-0.21726282499532537, -0.017862366369405545]","[-0.0059460468173121095, -0.013294604402259215]","[0.0015174059471715975, 5.3552998982111665e-05]","[13.97026538848877, 9.490169525146484]",13.97026538848877,9.490169525146484,"[-60.296524768015765, -23.998685627113066]","[-0.0067307361641079965, 0.0076710631580358115]","[0.6755257844912115, -0.4031852627994244]","[-19.79825782775879, -1.283021092414856]"
age,24,0.754186302,0.1927716589999999,top1,point,0.145385745,PTS,316,314679,"[-0.2172627031026346, -0.017862034474407658]","[-0.0059460468173121095, -0.013294604402259226]","[0.0015174059471715958, 5.355299898211303e-05]","[12.826125144958496, 9.232831001281738]",12.826125144958496,9.232831001281738,"[-60.296524768015765, -23.998685627113066]","[-0.006730736164108011, 0.007671063158035813]","[0.6755257844912119, -0.4031852627994235]","[-19.076297760009766, -1.9692981243133545]"
year,-1,0.8264091509999999,0.18609641,trend,shape,0.153791776,PTS,34,492963,"[0.005021028019013433, 0.06052476457997309]","[0.032729691238951454, -0.003419906777849444]","[0.001517405947171597, 5.355299898211257e-05]","[-4.26739501953125, -14.466086387634277]",-4.26739501953125,-14.466086387634277,"[29.695937938019924, 49.65820370055101]","[0.012678361945292062, 0.028731471898990314]","[0.6755257844912118, -0.403185262799424]","[13.431966781616211, 8.855279922485352]"
year,1967,1.0,0.18609641,change point,shape,0.18609641,PTS,92,492963,"[0.005020866951949159, 0.0605248016095356]","[0.032729691238951426, -0.0034199067778494497]","[0.0015174059471715971, 5.355299898211316e-05]","[-4.267462730407715, -14.46628189086914]",-4.267462730407715,-14.46628189086914,"[29.69593793801991, 49.65820370055094]","[0.012678361945292043, 0.028731471898990297]","[0.6755257844912134, -0.4031852627994239]","[13.440844535827637, 8.848611831665039]"
year,2014,0.936590413,0.18609641,outlier,shape,0.174296113,PTS,126,492963,"[0.005021028254869431, 0.0605247645257506]","[0.032729691238951426, -0.003419906777849444]","[0.0015174059471715988, 5.355299898211062e-05]","[-3.97294020652771, -14.159690856933594]",-3.97294020652771,-14.159690856933594,"[29.695937938019906, 49.65820370055097]","[0.012678361945292047, 0.028731471898990307]","[0.6755257844912109, -0.40318526279942307]","[13.082840919494629, 9.499992370605469]"
year,-1,0.761941091,0.18609641,clustering,compound shape,0.120240996,PTS;AST,214,492963,"[0.00502100338208647, 0.06052477024393825]","[0.032729691238951406, -0.0034199067778494497]","[0.0015174059471715967, 5.3552998982112464e-05]","[-3.744166135787964, -14.666390419006348]",-3.744166135787964,-14.666390419006348,"[29.695937938019895, 49.65820370055094]","[0.012678361945292052, 0.02873147189899032]","[0.6755257844912137, -0.4031852627994231]","[12.315449714660645, 9.562958717346191]"
team_name,-1,0.607941934,0.18609641,clustering,compound shape,0.096445708,PTS;AST,222,492963,"[0.0050210496031417385, 0.060524759617868754]","[0.03272969123895143, -0.003419906777849444]","[0.0015174059471715973, 5.355299898211516e-05]","[-4.1631317138671875, -15.093908309936523]",-4.1631317138671875,-15.093908309936523,"[29.69593793801991, 49.65820370055094]","[0.012678361945292056, 0.028731471898990314]","[0.6755257844912127, -0.40318526279942346]","[12.768157958984375, 8.9149169921875]"
name,-1,0.8044906629999999,0.18609641,clustering,compound shape,0.16001257,PTS;AST,229,492963,"[0.005020878145398115, 0.0605247990360945]","[0.032729691238951426, -0.003419906777849444]","[0.001517405947171598, 5.3552998982112823e-05]","[-4.1631317138671875, -15.093908309936523]",-4.1631317138671875,-15.093908309936523,"[29.695937938019895, 49.65820370055093]","[0.012678361945292056, 0.028731471898990314]","[0.675525784491213, -0.4031852627994235]","[12.767813682556152, 8.915130615234375]"
name,-1,0.859747455,0.18609641,cross measure correlation,compound,0.159995915,PTS;AST,263,492963,"[0.005021013215796051, 0.06052476798318964]","[0.03272969123895146, -0.003419906777849444]","[0.0015174059471715958, 5.3552998982110716e-05]","[-3.648486375808716, -14.041665077209473]",-3.648486375808716,-14.041665077209473,"[29.695937938019924, 49.65820370055101]","[0.01267836194529205, 0.02873147189899032]","[0.6755257844912131, -0.403185262799424]","[13.475335121154785, 8.840169906616211]"
year,-1,0.946247899,0.18609641,cross measure correlation,compound,0.176093337,PTS;AST,270,492963,"[0.0050210253570899, 0.060524765191940576]","[0.03272969123895143, -0.003419906777849444]","[0.001517405947171595, 5.355299898211304e-05]","[-4.1631317138671875, -15.093908309936523]",-4.1631317138671875,-15.093908309936523,"[29.695937938019895, 49.65820370055094]","[0.012678361945292047, 0.028731471898990314]","[0.6755257844912117, -0.4031852627994226]","[12.32663345336914, 9.095027923583984]"
age,-1,0.993867238,0.18609641,cross measure correlation,compound,0.184955125,PTS;AST,280,492963,"[0.005021028405915777, 0.06052476449102557]","[0.03272969123895144, -0.003419906777849444]","[0.0015174059471715971, 5.3552998982113474e-05]","[-4.30793571472168, -14.715717315673828]",-4.30793571472168,-14.715717315673828,"[29.695937938019906, 49.65820370055097]","[0.01267836194529205, 0.028731471898990297]","[0.6755257844912114, -0.4031852627994236]","[11.885149002075195, 9.227060317993164]"
team_name,-1,0.980316442,0.18609641,cross measure correlation,compound,0.18243337,PTS;AST,286,492963,"[0.005021036202662742, 0.06052476269858167]","[0.03272969123895145, -0.003419906777849444]","[0.0015174059471715982, 5.355299898211573e-05]","[-3.9562127590179443, -14.152850151062012]",-3.9562127590179443,-14.152850151062012,"[29.695937938019895, 49.65820370055094]","[0.012678361945292049, 0.028731471898990304]","[0.6755257844912126, -0.4031852627994247]","[13.082840919494629, 9.499992370605469]"
age,24,0.8091190070000001,0.18609641,top1,point,0.150574142,PTS,333,492963,"[0.005021031990583075, 0.06052476366692304]","[0.032729691238951426, -0.003419906777849444]","[0.0015174059471715954, 5.355299898211391e-05]","[-3.648486375808716, -14.041665077209473]",-3.648486375808716,-14.041665077209473,"[29.695937938019895, 49.65820370055093]","[0.012678361945292054, 0.028731471898990314]","[0.6755257844912127, -0.40318526279942385]","[12.53217887878418, 9.601590156555176]"
