breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,fcpE_mds,fcpE_se,fcpE_iso,fcpE_tsne,x,y,rdcE_mds,rdcE_se,rdcE_iso,rdcE_tsne
Year,2004,SO2 kt,1.0,0.100009719,Change Point,Shape,0.100009719,428,8594,"[0.1396769189592096, -0.13470263649031392]","[0.005415763908574381, -0.004336546567201869]","[0.005670247851980603, 0.0009586541506336569]","[14.169159889221191, 11.455317497253418]",14.169159889221193,11.455317497253418,"[76.49593697109232, -27.53696028681345]","[0.005786439317735115, -0.0003243001557363178]","[-0.1844543502731307, -0.005201468586044524]","[-9.7376070022583, 12.067152976989746]"
Year,2003,SO2 kt,0.999927155,0.100009719,Outlier,Shape,0.100002434,478,8594,"[0.13967691896167367, -0.1347026364913944]","[0.0054157639085743925, -0.004336546567201842]","[0.005670247851980594, 0.000958654150633653]","[14.16915512084961, 11.455172538757324]",14.16915512084961,11.455172538757324,"[76.49593697109225, -27.53696028681348]","[0.005786439317735105, -0.0003243001557363212]","[-0.1844543502731307, -0.005201468586043655]","[-9.7376070022583, 12.067152976989746]"
Producer Type,Industrial Cogen,SO2 kt,0.6997708659999999,0.100009719,Attribution,Point,0.069983888,524,8594,"[0.18609799732527385, 0.0459956500237192]","[0.005415763908574384, -0.004336546567201861]","[0.0056702478519806004, 0.0009586541506336571]","[14.16915225982666, 11.45472240447998]",14.16915225982666,11.45472240447998,"[76.49593697109225, -27.53696028681348]","[0.005786439317735127, -0.00032430015573631964]","[-0.1844543502731307, -0.00520146858604322]","[-9.7376070022583, 12.06715202331543]"
State,-1,CO2 (kt);SO2 kt,1.0,0.100009719,Clustering,Compound Shape,0.088008553,628,8594,"[0.139676918961659, -0.1347026364913881]","[0.00541576390857437, -0.0043365465672018455]","[0.0056702478519806, 0.0009586541506336569]","[14.169156074523926, 11.455385208129883]",14.169156074523926,11.455385208129885,"[76.49593697109232, -27.53696028681345]","[0.0057864393177351125, -0.0003243001557363157]","[-0.1844543502731306, -0.00520146858604322]","[-9.7376070022583, 12.067152976989746]"
Year,-1,CO2 (kt),0.255048787,0.117990087,Trend,Shape,0.030093228,28,1406,"[0.14827236280688977, 0.0653701853217738]","[0.005415763908574366, -0.0032025019743533636]","[0.0056702478519806004, 0.0009586541506336569]","[-0.022216107696294785, -3.6845428943634033]",-0.022216107696294785,-3.6845428943634033,"[-28.26712179617349, -78.35574190366684]","[0.005786439317735102, 0.001163438856217559]","[-0.18445435027313084, -0.005201468586043655]","[1.6484384536743164, 28.46611976623535]"
State,CA,CO2 (kt),0.9999934709999999,0.117990087,Top1,Point,0.117989316,75,1406,"[0.14827131026226484, 0.06536970739288404]","[0.005415763908574366, -0.0032025019743533415]","[0.0056702478519806, 0.0009586541506336524]","[0.522820234298706, -3.6307907104492188]",0.5228202342987059,-3.6307907104492183,"[-28.267121796173374, -78.35574190366685]","[0.005786439317735095, 0.0011634388562175595]","[-0.18445435027313095, -0.00520146858604409]","[2.22597074508667, 28.66756820678711]"
Energy Source,Natural Gas,CO2 (kt),0.989329593,0.117990087,Top1,Point,0.116731084,99,1406,"[0.1482730053709843, 0.06537047708360302]","[0.005415763908574375, -0.0032025019743533497]","[0.005670247851980598, 0.0009586541506336557]","[0.5430915951728821, -3.794365167617798]",0.5430915951728821,-3.7943651676177983,"[75.35207524011868, -14.047635230460962]","[0.005786439317735099, 0.0011634388562175543]","[-0.18445435027313073, -0.00520146858604322]","[1.9178292751312256, 28.145841598510742]"
Year,1995,CO2 (kt),1.0,0.117990087,Change Point,Shape,0.117990087,147,1406,"[0.14827259691033587, 0.06537029161911832]","[0.005415763908574349, -0.003202501974353365]","[0.005670247851980598, 0.0009586541506336572]","[0.1958390325307846, -4.0041728019714355]",0.1958390325307846,-4.004172801971436,"[75.35207524011867, -14.047635230460891]","[0.005786439317735102, 0.0011634388562175501]","[-0.1844543502731307, -0.005201468586043655]","[2.3045661449432373, 28.48262596130371]"
Year,1997,CO2 (kt),0.939963378,0.117990087,Outlier,Shape,0.11090636,197,1406,"[0.14827222219135053, 0.06537012147333222]","[0.0054157639085743526, -0.0032025019743533553]","[0.005670247851980602, 0.0009586541506336604]","[0.394840806722641, -3.9847922325134277]",0.394840806722641,-3.984792232513428,"[75.35207524011868, -14.047635230460962]","[0.005786439317735111, 0.0011634388562175573]","[-0.1844543502731305, -0.005201468586043655]","[2.076828718185425, 28.771482467651367]"
Energy Source,Natural Gas,CO2 (kt),0.45355358,0.117990087,Attribution,Point,0.0535148259999999,249,1406,"[0.14826208738239313, 0.06536551893210675]","[0.0054157639085743725, -0.0032025019743533705]","[0.005670247851980603, 0.0009586541506336597]","[0.09519286453723907, -3.956066131591797]",0.09519286453723907,-3.956066131591797,"[-28.267121796173292, -78.35574190366704]","[0.0057864393177350934, 0.0011634388562175495]","[-0.18445435027313067, -0.005201468586042785]","[1.731195092201233, 28.248939514160156]"
Year,-1,SO2 kt,0.574008909,0.117990087,Trend,Shape,0.067727361,347,1406,"[0.14827242272979654, 0.06537021253052347]","[0.005415763908574349, -0.0032025019743533753]","[0.0056702478519806, 0.0009586541506336569]","[0.09724742919206619, -3.497138738632202]",0.0972474291920662,-3.4971387386322017,"[75.35207524011867, -14.047635230460891]","[0.005786439317735094, 0.0011634388562175586]","[-0.18445435027313056, -0.00520146858604322]","[1.816040277481079, 28.749561309814453]"
State,MO,SO2 kt,0.999999748,0.117990087,Top1,Point,0.117990057,390,1406,"[0.14826934383835785, 0.06536881445952088]","[0.005415763908574369, -0.0032025019743533822]","[0.005670247851980604, 0.0009586541506336536]","[0.15774963796138763, -3.4594638347625732]",0.15774963796138766,-3.459463834762573,"[75.35207524011867, -14.047635230460891]","[0.005786439317735105, 0.0011634388562175614]","[-0.1844543502731306, -0.00520146858604322]","[1.9036933183670044, 28.146055221557617]"
Energy Source,Coal,SO2 kt,1.0,0.117990087,Top1,Point,0.117990087,395,1406,"[0.14827268171231814, 0.06537033012424807]","[0.005415763908574381, -0.0032025019743533297]","[0.005670247851980603, 0.0009586541506336557]","[0.043172575533390045, -3.90474534034729]",0.04317257553339005,-3.90474534034729,"[75.35207524011867, -14.047635230460891]","[0.005786439317735105, 0.0011634388562175553]","[-0.18445435027313092, -0.00520146858604322]","[1.6489808559417725, 28.47283172607422]"
Year,2009,SO2 kt,1.0,0.117990087,Change Point,Shape,0.117990087,446,1406,"[0.1482722184562599, 0.06537011977735886]","[0.005415763908574358, -0.0032025019743533484]","[0.005670247851980602, 0.0009586541506336583]","[0.411101758480072, -3.976414680480957]",0.411101758480072,-3.976414680480957,"[75.35207524011858, -14.047635230460902]","[0.005786439317735098, 0.0011634388562175573]","[-0.18445435027313087, -0.005201468586042785]","[2.2981741428375244, 28.508953094482422]"
Year,1997,SO2 kt,0.945256476,0.117990087,Outlier,Shape,0.111530893,496,1406,"[0.14827224217344792, 0.06537013054649751]","[0.005415763908574368, -0.003202501974353347]","[0.0056702478519806, 0.0009586541506336572]","[-0.01654822565615177, -3.6607768535614014]",-0.016548225656151768,-3.660776853561402,"[75.35207524011867, -14.047635230460891]","[0.005786439317735097, 0.0011634388562175493]","[-0.18445435027313029, -0.00520146858604322]","[1.9722305536270142, 28.78844451904297]"
Energy Source,Coal,SO2 kt,0.902758582,0.117990087,Attribution,Point,0.10651656300000001,537,1406,"[0.14825976640872116, 0.06536446471205154]","[0.005415763908574349, -0.0032025019743533566]","[0.0056702478519805935, 0.0009586541506336584]","[0.5421705842018127, -3.7012641429901123]",0.5421705842018127,-3.701264142990112,"[-28.267121796197358, -78.35574190363648]","[0.005786439317735098, 0.0011634388562175686]","[-0.18445435027313084, -0.00520146858604322]","[2.177870273590088, 28.208370208740234]"
State,-1,CO2 (kt);SO2 kt,1.0,0.117990087,Clustering,Compound Shape,0.098325072,646,1406,"[0.1482722118304271, 0.06537011676880053]","[0.005415763908574368, -0.003202501974353358]","[0.005670247851980597, 0.0009586541506336553]","[0.42214658856391907, -3.4999897480010986]",0.4221465885639191,-3.499989748001098,"[75.35207524011867, -14.047635230460891]","[0.005786439317735099, 0.0011634388562175438]","[-0.18445435027313056, -0.005201468586043655]","[2.1917026042938232, 28.21909523010254]"
State,-1,CO2 (kt);SO2 kt,0.262637236,0.117990087,Cross Measure Correlation,Compound,0.03098859,675,1406,"[0.14827249284823335, 0.0653702443686214]","[0.005415763908574365, -0.00320250197435336]","[0.005670247851980597, 0.000958654150633655]","[0.290767103433609, -3.4411063194274902]",0.290767103433609,-3.4411063194274902,"[75.35207524011867, -14.047635230460891]","[0.005786439317735098, 0.001163438856217546]","[-0.18445435027313076, -0.00520146858604409]","[1.711679220199585, 28.659847259521484]"
Year,-1,CO2 (kt),0.289020718,0.145300807,Trend,Shape,0.041994943,29,1411,"[0.08316087845153966, -0.16424674961698046]","[0.00541576390857438, -0.0034601945776229367]","[0.005670247851980606, 0.0009586541506336616]","[14.77932357788086, -3.8677470684051514]",14.77932357788086,-3.867747068405152,"[-44.258818438781724, -70.25173070955523]","[0.005786439317735111, -0.0014625210753368737]","[-0.18445435027313078, -0.005201468586043655]","[-12.351390838623047, 25.664552688598633]"
Energy Source,Natural Gas,CO2 (kt),0.999953738,0.145300807,Top1,Point,0.145294085,70,1411,"[0.08316087845898296, -0.1642467496244649]","[0.0054157639085743725, -0.003460194577622946]","[0.005670247851980604, 0.0009586541506336581]","[14.599315643310547, -3.581847906112671]",14.599315643310547,-3.5818479061126713,"[-44.25881843878167, -70.25173070955523]","[0.005786439317735109, -0.0014625210753368896]","[-0.18445435027313087, -0.00520146858604322]","[-12.037274360656738, 25.436975479125977]"
State,TX,CO2 (kt),1.0,0.145300807,Top1,Point,0.145300807,86,1411,"[0.08316087884646897, -0.16424675001409572]","[0.00541576390857438, -0.0034601945776229367]","[0.005670247851980606, 0.000958654150633652]","[14.641152381896973, -3.7577717304229736]",14.641152381896973,-3.7577717304229736,"[73.18086360395276, 1.4714090716772383]","[0.005786439317735107, -0.0014625210753368813]","[-0.18445435027313095, -0.005201468586042785]","[-12.179898262023926, 25.08080291748047]"
Year,1995,CO2 (kt),1.0,0.145300807,Change Point,Shape,0.145300807,127,1411,"[0.0831608796193981, -0.16424675079130296]","[0.005415763908574379, -0.003460194577622945]","[0.005670247851980602, 0.0009586541506336536]","[14.720922470092773, -3.377180576324463]",14.720922470092773,-3.377180576324463,"[-44.25881843878167, -70.25173070955523]","[0.005786439317735119, -0.0014625210753368796]","[-0.18445435027313065, -0.00520146858604322]","[-12.034493446350098, 25.262413024902344]"
Year,2003,CO2 (kt),0.903616897,0.145300807,Outlier,Shape,0.131296264,177,1411,"[0.08316087882672793, -0.16424674999424535]","[0.005415763908574374, -0.003460194577622938]","[0.005670247851980603, 0.0009586541506336602]","[15.091676712036133, -3.7646644115448]",15.091676712036133,-3.7646644115448,"[73.18086360395277, 1.4714090716771602]","[0.005786439317735127, -0.0014625210753368757]","[-0.18445435027313065, -0.00520146858604322]","[-12.659360885620117, 25.441936492919922]"
Energy Source,Natural Gas,CO2 (kt),0.623234406,0.145300807,Attribution,Point,0.0905564619999999,223,1411,"[0.08316087711000211, -0.16424674826801716]","[0.0054157639085743725, -0.0034601945776229393]","[0.005670247851980602, 0.0009586541506336571]","[15.098882675170898, -3.7550902366638184]",15.098882675170898,-3.7550902366638175,"[-44.25881843878167, -70.25173070955523]","[0.005786439317735117, -0.0014625210753368744]","[-0.18445435027313078, -0.005201468586043655]","[-12.58590316772461, 25.130762100219727]"
Year,-1,SO2 kt,0.386749599,0.145300807,Trend,Shape,0.056195029,327,1411,"[0.08316087860770592, -0.16424674977401105]","[0.00541576390857436, -0.0034601945776229414]","[0.005670247851980606, 0.000958654150633662]","[15.084593772888184, -3.4478540420532227]",15.084593772888185,-3.4478540420532227,"[73.1808636039528, 1.4714090716771975]","[0.005786439317735115, -0.0014625210753368746]","[-0.18445435027313065, -0.005201468586043655]","[-12.035951614379883, 25.4310359954834]"
State,PA,SO2 kt,0.999999692,0.145300807,Top1,Point,0.145300762,378,1411,"[0.08316087804121902, -0.1642467492043886]","[0.005415763908574378, -0.0034601945776229414]","[0.005670247851980608, 0.0009586541506336573]","[14.781394958496094, -3.8685595989227295]",14.781394958496096,-3.8685595989227295,"[73.18086360395276, 1.4714090716771975]","[0.005786439317735109, -0.0014625210753368798]","[-0.18445435027313042, -0.005201468586043655]","[-12.471924781799316, 25.065631866455078]"
Energy Source,Coal,SO2 kt,1.0,0.145300807,Top1,Point,0.145300807,386,1411,"[0.08316087965639885, -0.16424675082850865]","[0.005415763908574371, -0.0034601945776229345]","[0.0056702478519806065, 0.0009586541506336568]","[14.710161209106445, -3.384343147277832]",14.710161209106445,-3.384343147277832,"[73.18086360395277, 1.4714090716771786]","[0.005786439317735117, -0.0014625210753368817]","[-0.1844543502731305, -0.00520146858604409]","[-12.487872123718262, 25.0740909576416]"
Year,2010,SO2 kt,1.0,0.145300807,Change Point,Shape,0.145300807,426,1411,"[0.08316087748105161, -0.16424674864112063]","[0.005415763908574361, -0.0034601945776229475]","[0.005670247851980595, 0.0009586541506336576]","[15.027520179748535, -3.3891162872314453]",15.027520179748535,-3.3891162872314453,"[-44.258818438781724, -70.25173070955523]","[0.005786439317735102, -0.0014625210753368794]","[-0.18445435027313076, -0.005201468586043655]","[-12.578069686889648, 25.58075523376465]"
Year,2000,SO2 kt,0.993425835,0.145300807,Outlier,Shape,0.144345575,476,1411,"[0.08316087834669118, -0.1642467495115516]","[0.005415763908574378, -0.0034601945776229414]","[0.005670247851980602, 0.00095865415063365]","[14.915023803710938, -3.3408491611480713]",14.915023803710938,-3.3408491611480717,"[-44.25881843878171, -70.25173070955528]","[0.005786439317735107, -0.0014625210753368807]","[-0.1844543502731308, -0.005201468586044524]","[-12.16529655456543, 25.627565383911133]"
Energy Source,Coal,SO2 kt,0.739247661,0.145300807,Attribution,Point,0.107413282,544,1411,"[0.08316087952332188, -0.16424675069469502]","[0.005415763908574359, -0.003460194577622944]","[0.005670247851980603, 0.0009586541506336579]","[15.130993843078613, -3.536036729812622]",15.130993843078613,-3.536036729812622,"[-44.25881843878167, -70.25173070955523]","[0.005786439317735122, -0.0014625210753368737]","[-0.18445435027313073, -0.005201468586042785]","[-12.355594635009766, 25.664384841918945]"
State,-1,CO2 (kt);SO2 kt,1.0,0.145300807,Clustering,Compound Shape,0.12269845900000001,626,1411,"[0.08316087944561303, -0.16424675061655591]","[0.005415763908574359, -0.0034601945776229345]","[0.005670247851980598, 0.0009586541506336571]","[14.975685119628906, -3.858017683029175]",14.975685119628904,-3.858017683029175,"[73.1808636039528, 1.4714090716771568]","[0.005786439317735115, -0.0014625210753368737]","[-0.1844543502731308, -0.00520146858604409]","[-12.668889045715332, 25.401912689208984]"
State,-1,CO2 (kt);SO2 kt,0.407549294,0.145300807,Cross Measure Correlation,Compound,0.059217241,681,1411,"[0.08316087854253203, -0.16424674970847639]","[0.005415763908574375, -0.003460194577622945]","[0.005670247851980609, 0.0009586541506336578]","[14.599014282226562, -3.5754153728485107]",14.599014282226562,-3.5754153728485107,"[73.18086360395276, 1.4714090716772257]","[0.005786439317735101, -0.0014625210753368718]","[-0.18445435027313087, -0.005201468586043655]","[-12.179898262023926, 25.08080291748047]"
Year,-1,CO2 (kt),0.631418983,0.022110992000000003,Trend,Shape,0.0139613,30,41,"[0.1918089417472981, -0.04432086466455267]","[0.005415763908574367, -0.004007942619181753]","[0.003337072593704661, -0.019253226502835636]","[2.475097179412842, 12.206035614013672]",2.475097179412842,12.206035614013672,"[30.936687458302732, -51.185080296725296]","[0.005786439317735119, -0.0001504206545793095]","[10.61987570279374, 0.8016233413178814]","[1.6049996614456177, 8.718265533447266]"
Year,1997,CO2 (kt),1.0,0.022110992000000003,Change Point,Shape,0.022110992000000003,100,41,"[0.1918680587872022, -0.0442452255065594]","[0.005415763908574364, -0.004204837310761854]","[0.003337072593704662, -0.019253226502835653]","[2.475281238555908, 12.205857276916504]",2.475281238555908,12.205857276916506,"[30.91188896071067, -52.334666638988075]","[0.0057864393177351195, -0.00015042065457930768]","[10.61987570279374, 0.8016233413178796]","[1.605135440826416, 8.718082427978516]"
Year,2011,CO2 (kt),0.965020384,0.022110992000000003,Outlier,Shape,0.021337558,152,41,"[0.19181118274432885, -0.04431777573475154]","[0.005415763908574359, -0.003546683021978827]","[0.003337072593704661, -0.019253226502835657]","[2.4752094745635986, 12.205822944641113]",2.475209474563598,12.205822944641113,"[30.911879099259423, -52.33468446575689]","[0.005786439317735116, -0.00015042065457930717]","[10.61987570279374, 0.8016233413178814]","[1.6049998998641968, 8.71826457977295]"
Year,-1,CO2 (kt),0.677752755,0.211147828,Trend,Shape,0.143106022,31,1408,"[-0.03896057551798405, -0.11756851192898599]","[0.005415763908574349, 0.015070911126952075]","[0.005670247851980603, 0.0009586541506336581]","[-12.967691421508789, -2.8273024559020996]",-12.967691421508787,-2.8273024559021,"[-72.38792703869665, -44.87848474464453]","[0.0057864393177351125, 0.002560650975174788]","[-0.1844543502731307, -0.005201468586043655]","[-10.66256046295166, -7.0770263671875]"
State,TX,CO2 (kt),0.618849567,0.211147828,Top1,Point,0.130668742,90,1408,"[-0.03896078738363442, -0.11756735182875609]","[0.005415763908574358, 0.015070911126952037]","[0.0056702478519806004, 0.0009586541506336585]","[-12.74840259552002, -2.5028202533721924]",-12.74840259552002,-2.5028202533721924,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735114, 0.0025606509751747867]","[-0.18445435027313076, -0.00520146858604322]","[-10.161677360534668, -7.48702335357666]"
Energy Source,Coal,CO2 (kt),1.0,0.211147828,Top1,Point,0.211147828,95,1408,"[-0.03919040049945539, -0.1162705500321711]","[0.005415763908574355, 0.015070911126952061]","[0.005670247851980602, 0.0009586541506336556]","[-12.854802131652832, -2.294267177581787]",-12.854802131652832,-2.294267177581787,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735115, 0.002560650975174792]","[-0.1844543502731306, -0.00520146858604322]","[-10.489235877990723, -7.765640735626221]"
Year,2001,CO2 (kt),1.0,0.211147828,Change Point,Shape,0.211147828,135,1408,"[-0.039139142064607335, -0.11656718137783695]","[0.005415763908574366, 0.015070911126952037]","[0.0056702478519806004, 0.0009586541506336568]","[-12.903572082519531, -2.802222967147827]",-12.903572082519533,-2.8022229671478267,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735116, 0.0025606509751747914]","[-0.18445435027313084, -0.00520146858604409]","[-10.722177505493164, -7.694511413574219]"
Year,1998,CO2 (kt),0.9663160559999999,0.211147828,Outlier,Shape,0.20403553600000002,185,1408,"[-0.03928870695723706, -0.11568924163450729]","[0.005415763908574369, 0.015070911126952032]","[0.005670247851980602, 0.0009586541506336574]","[-13.052641868591309, -2.210937261581421]",-13.052641868591307,-2.210937261581421,"[-72.38792703869665, -44.87848474464453]","[0.0057864393177351125, 0.0025606509751747927]","[-0.18445435027313062, -0.005201468586042785]","[-10.723367691040039, -7.695131301879883]"
Energy Source,Coal,CO2 (kt),0.892927886,0.211147828,Attribution,Point,0.18853978300000002,242,1408,"[-0.03895838431295325, -0.11758050644272866]","[0.005415763908574362, 0.015070911126952037]","[0.005670247851980603, 0.000958654150633657]","[-13.387453079223633, -2.545836925506592]",-13.387453079223633,-2.545836925506592,"[-72.38792703869665, -44.87848474464453]","[0.0057864393177351125, 0.002560650975174784]","[-0.18445435027313092, -0.005201468586043655]","[-10.436418533325195, -7.04189920425415]"
Year,-1,SO2 kt,0.977208647,0.211147828,Trend,Shape,0.20633548300000001,343,1408,"[-0.03895656053864347, -0.1175904844710651]","[0.005415763908574363, 0.015070911126952033]","[0.005670247851980603, 0.0009586541506336573]","[-12.79247760772705, -2.686922788619995]",-12.79247760772705,-2.686922788619995,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735115, 0.0025606509751747927]","[-0.18445435027313054, -0.005201468586044524]","[-10.197486877441406, -7.221833229064941]"
Energy Source,Coal,SO2 kt,1.0,0.211147828,Top1,Point,0.211147828,391,1408,"[-0.03896038295765101, -0.11756956626491828]","[0.0054157639085743526, 0.015070911126952065]","[0.0056702478519806, 0.0009586541506336567]","[-13.265167236328125, -2.270395517349243]",-13.265167236328125,-2.270395517349243,"[-72.38792703869665, -44.87848474464453]","[0.0057864393177351125, 0.0025606509751747884]","[-0.1844543502731307, -0.00520146858604322]","[-10.834176063537598, -7.225146293640137]"
State,OH,SO2 kt,0.9999969999999999,0.211147828,Top1,Point,0.2111471939999999,393,1408,"[-0.03895991592237589, -0.11757212322948758]","[0.0054157639085743526, 0.015070911126952061]","[0.005670247851980602, 0.0009586541506336575]","[-12.924129486083984, -2.2478315830230713]",-12.924129486083984,-2.2478315830230717,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735114, 0.0025606509751747953]","[-0.18445435027313065, -0.005201468586043655]","[-10.150888442993164, -7.3872175216674805]"
Year,2009,SO2 kt,1.0,0.211147828,Change Point,Shape,0.211147828,434,1408,"[-0.039150471663553774, -0.11650198632580827]","[0.005415763908574355, 0.01507091112695208]","[0.0056702478519806, 0.0009586541506336584]","[-12.748468399047852, -2.502108097076416]",-12.748468399047852,-2.502108097076416,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735112, 0.0025606509751747867]","[-0.1844543502731307, -0.005201468586042785]","[-10.239185333251953, -7.635646820068359]"
Year,1991,SO2 kt,0.934393327,0.211147828,Outlier,Shape,0.19729512100000002,484,1408,"[-0.039225695389351146, -0.11606376090752021]","[0.005415763908574365, 0.015070911126952038]","[0.005670247851980604, 0.0009586541506336585]","[-13.252490997314453, -2.2608389854431152]",-13.252490997314453,-2.2608389854431152,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735112, 0.00256065097517479]","[-0.1844543502731307, -0.00520146858604409]","[-10.872124671936035, -7.388271808624268]"
Energy Source,Coal,SO2 kt,0.93599861,0.211147828,Attribution,Point,0.19763407300000002,541,1408,"[-0.0391519044438805, -0.11649372675379059]","[0.005415763908574366, 0.015070911126952025]","[0.005670247851980604, 0.0009586541506336607]","[-13.381842613220215, -2.4624288082122803]",-13.381842613220215,-2.4624288082122803,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735119, 0.0025606509751747927]","[-0.18445435027313067, -0.00520146858604409]","[-10.290247917175293, -7.105788230895996]"
State,-1,CO2 (kt);SO2 kt,0.779451552,0.211147828,Clustering,Compound Shape,0.12162120900000001,632,1408,"[-0.038983013542649825, -0.1174452933597277]","[0.005415763908574348, 0.015070911126952071]","[0.0056702478519806004, 0.0009586541506336565]","[-13.267085075378418, -2.7905492782592773]",-13.267085075378418,-2.7905492782592773,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735115, 0.0025606509751747897]","[-0.18445435027313084, -0.00520146858604322]","[-10.62989330291748, -7.063788890838623]"
Year,-1,CO2 (kt);SO2 kt,0.708100087,0.211147828,Cross Measure Correlation,Compound,0.149513795,680,1408,"[-0.03895961941102536, -0.11757374643439156]","[0.005415763908574363, 0.01507091112695202]","[0.005670247851980606, 0.0009586541506336569]","[-13.330642700195312, -2.7187347412109375]",-13.330642700195312,-2.718734741210937,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735114, 0.00256065097517478]","[-0.18445435027313073, -0.00520146858604409]","[-10.864903450012207, -7.448941230773926]"
State,-1,CO2 (kt);SO2 kt,0.68080219,0.211147828,Cross Measure Correlation,Compound,0.143749904,695,1408,"[-0.03899632548304718, -0.11737184831264172]","[0.00541576390857435, 0.015070911126952061]","[0.0056702478519806004, 0.0009586541506336561]","[-13.136805534362793, -2.830854654312134]",-13.136805534362793,-2.830854654312134,"[-72.38792703869665, -44.87848474464453]","[0.005786439317735108, 0.002560650975174789]","[-0.18445435027313065, -0.005201468586043655]","[-10.376497268676758, -7.747265815734863]"
Year,-1,CO2 (kt),1.0,0.0291573529999999,Trend,Shape,0.0291573529999999,32,16216,"[0.18860164055899553, -0.07579292316823345]","[0.005415763908574375, 0.0014358367464089364]","[-0.0008618070721952384, 0.03811238647414152]","[2.129082441329956, 21.174365997314453]",2.129082441329956,21.174365997314453,"[44.5604532931134, -47.56277734849425]","[0.005786439317735113, -0.0038492902769120003]","[7.68040299180816, 0.5631766779162647]","[6.744322299957275, 8.09267520904541]"
Year,-1,SO2 kt,0.509033368,0.0291573529999999,Trend,Shape,0.014842065,311,16216,"[0.18860164062044088, -0.07579292313020743]","[0.005415763908574358, 0.001435836746408933]","[-0.0008618070721952421, 0.038112386474141516]","[2.1290745735168457, 21.174015045166016]",2.1290745735168457,21.174015045166016,"[44.56045328895303, -47.56277739233031]","[0.005786439317735108, -0.003849290276912003]","[7.68040299180816, 0.5631766779162665]","[6.747161388397217, 8.084023475646973]"
Year,2003,SO2 kt,1.0,0.0291573529999999,Change Point,Shape,0.0291573529999999,411,16216,"[0.20318773580561222, -0.0398946389102764]","[0.005415763908574382, 0.0014358367464089284]","[-0.0008618070721952443, 0.03811238647414152]","[2.1291086673736572, 21.17447853088379]",2.129108667373657,21.17447853088379,"[44.56045329170418, -47.562777363341645]","[0.00578643931773511, -0.0038492902769120003]","[7.680402991808161, 0.5631766779162665]","[6.746456623077393, 8.089908599853516]"
Year,2002,SO2 kt,0.995983682,0.0291573529999999,Outlier,Shape,0.029040247,458,16216,"[0.18860164027346454, -0.07579292334493662]","[0.005415763908574373, 0.001435836746408928]","[-0.0008618070721952273, 0.03811238647414153]","[2.1290876865386963, 21.173839569091797]",2.1290876865386963,21.1738395690918,"[44.56045328892899, -47.56277739258425]","[0.005786439317735112, -0.0038492902769120077]","[7.680402991808159, 0.5631766779162647]","[6.747688293457031, 8.086196899414062]"
Year,-1,CO2 (kt),0.521284486,0.25070463600000004,Trend,Shape,0.130688437,33,1409,"[-0.07986783447516363, -0.04028338453160354]","[0.00541576390857437, 0.007572706728325582]","[0.005670247851980594, 0.0009586541506336612]","[-7.856723308563232, 30.329360961914062]",-7.856723308563232,30.329360961914066,"[85.66158472098428, 35.48872018730591]","[0.005786439317735109, -0.008365930221779035]","[-0.18445435027313065, -0.00520146858604322]","[20.74593734741211, 0.6569904088973999]"
State,TX,CO2 (kt),1.0,0.25070463600000004,Top1,Point,0.25070463600000004,78,1409,"[-0.04498550033724039, -0.20410067898108153]","[0.00541576390857437, 0.007572706728325576]","[0.0056702478519806, 0.0009586541506336571]","[-7.464094638824463, 30.436307907104492]",-7.464094638824463,30.43630790710449,"[85.66158472098428, 35.48872018730591]","[0.005786439317735106, -0.008365930221779016]","[-0.18445435027313042, -0.00520146858604322]","[20.446979522705078, -0.04318521171808243]"
Energy Source,Natural Gas,CO2 (kt),0.987602193,0.25070463600000004,Top1,Point,0.247596448,94,1409,"[0.06311592928202907, 0.2013203326264891]","[0.005415763908574376, 0.00757270672832559]","[0.005670247851980604, 0.0009586541506336543]","[-7.6407599449157715, 29.761449813842773]",-7.6407599449157715,29.76144981384277,"[85.66158472098428, 35.48872018730591]","[0.005786439317735107, -0.008365930221779031]","[-0.18445435027313073, -0.00520146858604322]","[20.539392471313477, 0.629442036151886]"
Year,2006,CO2 (kt),1.0,0.25070463600000004,Change Point,Shape,0.25070463600000004,143,1409,"[0.0631159292819425, 0.20132033262643712]","[0.0054157639085743794, 0.007572706728325575]","[0.0056702478519806004, 0.0009586541506336565]","[-7.361879825592041, 29.853586196899414]",-7.361879825592041,29.85358619689941,"[85.66158472098428, 35.48872018730591]","[0.0057864393177351125, -0.008365930221779028]","[-0.18445435027313084, -0.005201468586043655]","[21.006006240844727, 0.031427983194589615]"
