breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,fcpE_mds,fcpE_se,fcpE_iso,fcpE_tsne,x,y,rdcE_mds,rdcE_se,rdcE_iso,rdcE_tsne
Year,-1,SO2 kt,0.910456105,0.017251434,Trend,Shape,0.015706673,310,31,"[0.1943476351345567, -0.05380038809989783]","[0.00541576390857436, -0.0032353240840485935]","[0.0037766239167460413, -0.015256178348936783]","[3.8044650554656982, 12.992815017700195]",3.804465055465698,12.992815017700195,"[19.73673832053, -53.45107897514062]","[0.005786439317735117, -0.00038992636540453255]","[10.75219722259748, 0.786294089419236]","[-0.7519080638885498, 12.271568298339844]"
Year,-1,CO2 (kt),0.586107473,0.018077559,Trend,Shape,0.010595392,5,58,"[0.19512483420713267, -0.0530166983032718]","[0.005415763908574356, -0.003402542429695216]","[0.0037093821591856818, -0.014988275699372965]","[3.676800012588501, 14.556607246398926]",3.6768000125885014,14.556607246398926,"[18.1817584506465, -51.02154743747699]","[0.005786439317735112, -0.0004680173006776597]","[10.513445029737204, 0.7723606075925334]","[0.31400635838508606, 11.050333976745605]"
Year,-1,CO2 (kt),1.0,0.012683448,Trend,Shape,0.012683448,6,16206,"[0.20013098243857175, -0.056531105716377233]","[0.005415763908574359, -0.003231933759163803]","[0.0039512026228659515, -0.0008563150935039197]","[3.9704267978668213, 14.63501262664795]",3.970426797866821,14.63501262664795,"[22.149306978307756, -53.74958500953559]","[0.005786439317735124, -0.00038803690698702387]","[39.69645404569066, 3.1498271162298606]","[0.7830458283424377, 11.590928077697754]"
Year,-1,CO2 (kt),0.633062229,0.023811838,Trend,Shape,0.015074375,7,42,"[0.1861032654296847, -0.051973311737091236]","[0.0054157639085743725, -0.004049794446304041]","[0.0056702478519806, 0.0009586541506336553]","[4.3010172843933105, 11.064270973205566]",4.301017284393311,11.064270973205566,"[18.952087637688717, -60.95772783252235]","[0.005786439317735109, 0.0006568473923965329]","[-0.18445435027313067, -0.005201468586043655]","[-1.8677603006362915, 9.030332565307617]"
Year,2010,CO2 (kt),1.0,0.023811838,Change Point,Shape,0.023811838,103,42,"[0.18610330424249044, -0.05197320518730926]","[0.00541576390857437, -0.004104906478470405]","[0.0056702478519806, 0.0009586541506336585]","[4.3007330894470215, 11.06199836730957]",4.3007330894470215,11.06199836730957,"[18.952087644471742, -60.95772783206767]","[0.005786439317735115, 0.0006981570104435589]","[-0.18445435027313087, -0.005201468586043655]","[-1.867760419845581, 9.030332565307617]"
Year,1998,CO2 (kt),0.901562251,0.023811838,Outlier,Shape,0.0214678539999999,156,42,"[0.1861033099463468, -0.05197318953062712]","[0.005415763908574368, -0.004104906478470408]","[0.005670247851980602, 0.0009586541506336575]","[4.3009843826293945, 11.063667297363281]",4.3009843826293945,11.06366729736328,"[18.95208764460224, -60.957727832059405]","[0.0057864393177351195, 0.000704186926489296]","[-0.1844543502731305, -0.005201468586043655]","[-1.867760181427002, 9.030332565307617]"
Year,-1,SO2 kt,0.914507645,0.023811838,Trend,Shape,0.021776108,315,42,"[0.18610325269027658, -0.05197334671308822]","[0.00541576390857437, -0.004095895084341628]","[0.0056702478519806004, 0.0009586541506336571]","[4.300988674163818, 11.064221382141113]",4.300988674163818,11.064221382141113,"[18.952087644524024, -60.95772783206433]","[0.005786439317735122, 0.0008377367238042309]","[-0.18445435027313054, -0.005201468586043655]","[-1.867761254310608, 9.030314445495605]"
Year,2010,SO2 kt,1.0,0.023811838,Change Point,Shape,0.023811838,402,42,"[0.18609058074501297, -0.05200915845552561]","[0.0054157639085743725, -0.004556567693141338]","[0.005670247851980602, 0.0009586541506336622]","[4.299993515014648, 11.060980796813965]",4.2999935150146475,11.060980796813963,"[18.952087644548055, -60.95772783206329]","[0.005786439317735115, 0.0009001675061344572]","[-0.1844543502731306, -0.005201468586043655]","[-1.8677603006362915, 9.030332565307617]"
Year,1991,SO2 kt,0.9839345840000001,0.023811838,Outlier,Shape,0.023429291,455,42,"[0.18609023056777949, -0.05201017692742677]","[0.005415763908574358, -0.004049794446304035]","[0.005670247851980592, 0.000958654150633649]","[4.3009843826293945, 11.063667297363281]",4.3009843826293945,11.06366729736328,"[18.95208764459985, -60.95772783205939]","[0.005786439317735111, 0.0008989876430244146]","[-0.18445435027313062, -0.00520146858604409]","[-1.867760181427002, 9.030332565307617]"
Year,-1,CO2 (kt),0.791320419,0.01278064,Trend,Shape,0.010113581,8,74,"[0.19708924109756829, -0.054736677778499984]","[0.005415763908574363, -0.003523225036748878]","[0.004669842266536096, -0.01673269880230669]","[3.774718761444092, 14.026638984680176]",3.774718761444092,14.026638984680176,"[22.4462054681435, -48.45330948854703]","[0.005786439317735117, 7.369956678096718e-05]","[26.054711136637398, 2.0193330056040293]","[0.7972753047943115, 11.769622802734375]"
Year,-1,CO2 (kt),0.936455661,0.010593838000000001,Trend,Shape,0.00992066,9,50,"[0.19936684557838338, -0.05352306910812898]","[0.00541576390857438, -0.003616004732069112]","[0.004927156321039177, -0.008549423159544673]","[3.745788335800171, 14.149943351745605]",3.7457883358001713,14.149943351745605,"[22.028022739470995, -50.3642783375818]","[0.005786439317735114, 7.521634996264512e-05]","[47.36674335526349, 3.6703709974582637]","[0.8220646381378174, 11.716851234436035]"
Year,-1,CO2 (kt),0.535631457,0.01695986,Trend,Shape,0.009084235,10,16229,"[0.1985560613215956, -0.06353493561163236]","[0.0054157639085743664, -0.004958469819361351]","[0.0031467252292559445, 0.009786333435125567]","[5.087303638458252, 14.956315040588379]",5.087303638458252,14.95631504058838,"[14.523738528737438, -51.51553979795437]","[0.005786439317735124, -0.0005588612058977744]","[11.192729318477161, 0.8303005959249171]","[0.25458481907844543, 12.290421485900879]"
