breakdown,breakdown_value,sig,impact,insight,insight_type,score,measure,iid,sid,fcpE_mds,fcpE_se,fcpE_iso,fcpE_tsne,x,y,rdcE_mds,rdcE_se,rdcE_iso,rdcE_tsne
date,-1,1.0,0.023695267,clustering,compound shape,0.023501044,cases;deaths,324,116822,"[-0.00351443293564604, -0.0032262807673011855]","[-0.005647998741260192, -0.010001337433799022]","[0.002525038499654511, 0.0005619746615180594]","[21.15666389465332, 0.0535159558057785]",21.15666389465332,0.0535159558057785,"[-51.63924290430922, -54.05064393488445]","[-0.0031005647627292193, -0.008123909260017145]","[2.629064245895195, 1.5440696356921977]","[-10.752676963806152, -17.80035400390625]"
county,-1,1.0,0.023695267,clustering,compound shape,0.0225591929999999,cases;deaths,336,116822,"[-0.0035144329304022544, -0.0032262807694866647]","[-0.00564799874126019, -0.01000133743379902]","[0.0025250384996545103, 0.0005619746615180592]","[20.537343978881836, 0.4653342366218567]",20.537343978881836,0.4653342366218567,"[-51.63924290430922, -54.05064393488445]","[-0.003100564762729216, -0.008123909260017149]","[2.629064245895195, 1.5440696356921968]","[-11.053535461425781, -18.577234268188477]"
county,Milwaukee,1.0,0.023695267,top1,point,0.023695267,cases,384,116822,"[-0.003514432932685144, -0.003226280768535209]","[-0.005647998741260197, -0.010001337433799044]","[0.0025250384996545086, 0.0005619746615180592]","[20.652748107910156, -0.29909035563468933]",20.652748107910156,-0.29909035563468933,"[-51.63924290430922, -54.05064393488445]","[-0.003100564762729215, -0.008123909260017163]","[2.629064245895195, 1.5440696356921972]","[-11.53470516204834, -18.208005905151367]"
county,-1,0.6947198509999999,0.031250666,cross measure correlation,compound,0.021710458,cases;deaths,7,116786,"[-0.023010193499584036, 0.016086723324648486]","[-0.001243009933395424, 0.005274346461696124]","[0.002525038499654509, 0.000561974661518059]","[-12.621137619018555, 16.097856521606445]",-12.621137619018555,16.097856521606445,"[-5.304434470821026, -84.17776646342753]","[-0.003013314624701721, -0.0037735078472954592]","[2.629064245895195, 1.5440696356921968]","[-11.564376831054688, 16.876680374145508]"
date,-1,0.970535103,0.031250666,cross measure correlation,compound,0.030329869,cases;deaths,32,116786,"[0.025260158650944185, 0.032382499764933695]","[-0.0012430099333954182, 0.005274346461696116]","[0.0025250384996545103, 0.0005619746615180592]","[-13.052507400512695, 16.45359230041504]",-13.052507400512695,16.45359230041504,"[-5.304434470821014, -84.17776646342752]","[-0.003013314624701709, -0.0037735078472954406]","[2.629064245895195, 1.5440696356921968]","[-11.952948570251465, 16.404329299926758]"
date,-1,0.945936589,0.031250666,trend,shape,0.029561149,cases,87,116786,"[0.02581437581462875, 0.03161628836321667]","[-0.0012430099333954124, 0.0052743464616961284]","[0.0025250384996545108, 0.0005619746615180596]","[-12.90674114227295, 16.181106567382812]",-12.90674114227295,16.181106567382812,"[-5.304466785255837, -84.17776931395889]","[-0.0030133146247017214, -0.0037735078472954666]","[2.6290642458951914, 1.5440696356921972]","[-12.271824836730957, 16.502544403076172]"
date,2020-07-09T00:00:00.000000000,1.0,0.031250666,change point,shape,0.031250666,cases,137,116786,"[0.025814375812511215, 0.03161628836623215]","[-0.0012430099333954135, 0.005274346461696109]","[0.002525038499654511, 0.0005619746615180588]","[-12.267361640930176, 16.529769897460938]",-12.267361640930176,16.529769897460938,"[-5.304434139368875, -84.17776643418955]","[-0.0030133146247017253, -0.0037735078472954696]","[2.629064245895191, 1.5440696356921977]","[-12.316906929016113, 17.11823844909668]"
date,2020-07-31T00:00:00.000000000,0.97856306,0.031250666,outlier,shape,0.0305807479999999,cases,187,116786,"[0.025814377539515848, 0.03161628590689724]","[-0.0012430099333954046, 0.005274346461696135]","[0.002525038499654509, 0.0005619746615180594]","[-12.412175178527832, 16.79290771484375]",-12.412175178527832,16.79290771484375,"[-5.304434470821014, -84.17776646342752]","[-0.0030133146247017352, -0.0037735078472954813]","[2.6290642458951927, 1.544069635692197]","[-12.027804374694824, 17.27446746826172]"
county,-1,1.0,0.031250666,clustering,compound shape,0.029748231,cases;deaths,315,116786,"[-0.02301019918204409, 0.01608666752617894]","[-0.0012430099333954063, 0.005274346461696121]","[0.002525038499654511, 0.0005619746615180596]","[-12.351560592651367, 16.241792678833008]",-12.351560592651367,16.241792678833008,"[-5.304434470821016, -84.17776646342756]","[-0.003013314624701713, -0.0037735078472954453]","[2.629064245895195, 1.5440696356921977]","[-11.713467597961426, 17.169761657714844]"
date,-1,1.0,0.031250666,clustering,compound shape,0.030482207,cases;deaths,330,116786,"[-0.005433668860031483, -0.011045207156368362]","[-0.0012430099333954104, 0.00527434646169612]","[0.002525038499654511, 0.0005619746615180599]","[-12.965251922607422, 16.737924575805664]",-12.965251922607422,16.737924575805664,"[-5.3044341411523925, -84.17776643434668]","[-0.0030133146247017352, -0.0037735078472954753]","[2.629064245895195, 1.5440696356921977]","[-11.664472579956055, 16.55146598815918]"
county,Wyandotte,0.999999999,0.031250666,top1,point,0.031250666,cases,375,116786,"[0.025814375799522223, 0.03161628838472913]","[-0.0012430099333954087, 0.005274346461696113]","[0.0025250384996545108, 0.0005619746615180592]","[-12.697304725646973, 16.879222869873047]",-12.697304725646973,16.879222869873047,"[-5.304466772689292, -84.17776931285023]","[-0.0030133146247017274, -0.003773507847295453]","[2.629064245895193, 1.5440696356921968]","[-12.42048168182373, 16.793548583984375]"
county,-1,0.845820652,0.0245643779999999,cross measure correlation,compound,0.020777058,cases;deaths,9,116807,"[0.00790860984062183, -0.018121674234793904]","[-0.0033013202651904394, -0.003691169190114375]","[0.0025250384996545095, 0.0005619746615180583]","[-7.422392845153809, -19.665756225585938]",-7.422392845153809,-19.665756225585938,"[29.821781814758705, 37.05319990637684]","[-0.00310056476272922, -0.008123909260017107]","[2.629064245895195, 1.5440696356921977]","[18.906543731689453, -2.0886030197143555]"
date,-1,0.989549645,0.0245643779999999,cross measure correlation,compound,0.024307672,cases;deaths,33,116807,"[-0.011907347421397284, -0.015781712685819904]","[-0.0033013202651904403, -0.00369116919011437]","[0.0025250384996545108, 0.0005619746615180601]","[-8.087039947509766, -19.339553833007812]",-8.087039947509766,-19.339553833007812,"[29.821781814758705, 37.05319990637684]","[-0.003100564762729213, -0.008123909260017066]","[2.629064245895195, 1.5440696356921964]","[18.565927505493164, -1.357400894165039]"
date,-1,0.934286002,0.0245643779999999,trend,shape,0.022950155,cases,90,116807,"[0.007908651562157903, -0.018121659871496568]","[-0.003301320265190431, -0.003691169190114349]","[0.0025250384996545116, 0.0005619746615180586]","[-7.7019944190979, -19.762706756591797]",-7.7019944190979,-19.762706756591797,"[29.821781814758676, 37.053199906376896]","[-0.003100564762729231, -0.00812390926001711]","[2.6290642458951927, 1.544069635692197]","[19.018152236938477, -1.771883487701416]"
date,2020-06-18T00:00:00.000000000,1.0,0.0245643779999999,change point,shape,0.0245643779999999,cases,140,116807,"[0.0011963531394847357, -0.019046744316807564]","[-0.003301320265190442, -0.003691169190114384]","[0.002525038499654511, 0.0005619746615180605]","[-7.949170112609863, -19.061992645263672]",-7.949170112609863,-19.061992645263672,"[29.821781814758694, 37.053199906376854]","[-0.0031005647627292115, -0.008123909260017064]","[2.629064245895191, 1.5440696356921961]","[18.28687286376953, -2.125190019607544]"
date,2020-07-31T00:00:00.000000000,0.987582092,0.0245643779999999,outlier,shape,0.02425934,cases,190,116807,"[-0.01190736652630194, -0.01578170386185345]","[-0.0033013202651904347, -0.00369116919011437]","[0.0025250384996545086, 0.0005619746615180594]","[-7.376219749450684, -19.092195510864258]",-7.376219749450684,-19.092195510864258,"[29.821781814758694, 37.053199906376854]","[-0.003100564762729215, -0.00812390926001705]","[2.629064245895193, 1.5440696356921977]","[18.86886215209961, -1.4685252904891968]"
county,-1,1.0,0.0245643779999999,clustering,compound shape,0.022989739,cases;deaths,318,116807,"[-0.011907915194733068, -0.01578145043932811]","[-0.0033013202651904347, -0.003691169190114375]","[0.0025250384996545086, 0.0005619746615180588]","[-7.66446590423584, -18.9603214263916]",-7.66446590423584,-18.9603214263916,"[29.821781814758694, 37.053199906376854]","[-0.0031005647627292154, -0.008123909260017092]","[2.629064245895191, 1.5440696356921972]","[18.251371383666992, -1.508974313735962]"
date,-1,1.0,0.0245643779999999,clustering,compound shape,0.022752252,cases;deaths,343,116807,"[-0.011907847534563086, -0.015781481691637036]","[-0.003301320265190438, -0.003691169190114367]","[0.0025250384996545095, 0.0005619746615180586]","[-7.275698184967041, -19.385393142700195]",-7.275698184967041,-19.385393142700195,"[29.821781814758705, 37.05319990637684]","[-0.0031005647627292163, -0.00812390926001709]","[2.629064245895189, 1.5440696356921975]","[18.153684616088867, -1.8246345520019531]"
county,Tulsa,1.0,0.0245643779999999,top1,point,0.0245643779999999,cases,387,116807,"[-0.011907347414340493, -0.015781712689079196]","[-0.003301320265190451, -0.003691169190114372]","[0.0025250384996545095, 0.0005619746615180577]","[-7.986504554748535, -19.62811851501465]",-7.986504554748535,-19.62811851501465,"[29.821781814758676, 37.053199906376896]","[-0.0031005647627292124, -0.00812390926001706]","[2.629064245895189, 1.544069635692197]","[18.61751937866211, -2.232879400253296]"
date,-1,0.8453333120000001,0.027043743,cross measure correlation,compound,0.022860977,cases;deaths,10,116792,"[-0.011193622445171317, 0.030312387594052127]","[-0.005739937532013627, -0.008925579077210477]","[0.0025250384996545095, 0.000561974661518059]","[-12.06898021697998, 8.848325729370117]",-12.06898021697998,8.848325729370117,"[-31.63852715838027, 58.01984137702839]","[-0.003032245780840326, -0.00455450286011708]","[2.629064245895193, 1.5440696356921968]","[5.976206302642822, -16.64264488220215]"
county,-1,0.961890161,0.027043743,cross measure correlation,compound,0.026013111,cases;deaths,45,116792,"[-0.011193622064763518, 0.03031238795182972]","[-0.00573993753201362, -0.00892557907721047]","[0.002525038499654511, 0.000561974661518059]","[-11.508441925048828, 8.822225570678711]",-11.508441925048828,8.822225570678711,"[-31.63852715838027, 58.01984137702839]","[-0.003032245780840328, -0.004554502860117092]","[2.629064245895195, 1.544069635692198]","[6.10801887512207, -17.003061294555664]"
date,-1,0.963714244,0.027043743,trend,shape,0.026062441,cases,99,116792,"[-0.011193622549319195, 0.030312387496099963]","[-0.00573993753201362, -0.008925579077210482]","[0.0025250384996545108, 0.0005619746615180594]","[-11.835088729858398, 8.157217979431152]",-11.835088729858398,8.157217979431152,"[-31.63852715838027, 58.01984137702839]","[-0.003032245780840319, -0.004554502860117047]","[2.629064245895195, 1.5440696356921977]","[5.397202014923096, -16.611818313598633]"
date,2020-06-06T00:00:00.000000000,1.0,0.027043743,change point,shape,0.027043743,cases,149,116792,"[-0.011193622935604297, 0.03031238713279468]","[-0.0057399375320136455, -0.008925579077210501]","[0.0025250384996545095, 0.0005619746615180592]","[-12.10164737701416, 8.288185119628906]",-12.10164737701416,8.288185119628906,"[-31.63852715838027, 58.01984137702839]","[-0.0030322457808403098, -0.004554502860117059]","[2.629064245895191, 1.5440696356921977]","[5.697715759277344, -16.53976058959961]"
date,2020-07-31T00:00:00.000000000,0.980503846,0.027043743,outlier,shape,0.0265164939999999,cases,199,116792,"[-0.0037614293202762467, 0.03505136796731699]","[-0.005739937532013631, -0.008925579077210507]","[0.0025250384996545108, 0.0005619746615180586]","[-12.200606346130371, 8.576272010803223]",-12.200606346130371,8.576272010803223,"[-31.63852715838027, 58.01984137702839]","[-0.0030322457808403314, -0.004554502860117072]","[2.629064245895195, 1.5440696356921977]","[5.234869956970215, -16.924203872680664]"
county,-1,1.0,0.027043743,clustering,compound shape,0.025916921,cases;deaths,319,116792,"[-0.011193622295660191, 0.03031238773466895]","[-0.0057399375320136194, -0.00892557907721049]","[0.002525038499654511, 0.0005619746615180594]","[-11.40428352355957, 8.516515731811523]",-11.40428352355957,8.516515731811523,"[-31.63852715838027, 58.01984137702839]","[-0.003032245780840325, -0.0045545028601170455]","[2.629064245895193, 1.5440696356921968]","[5.631375789642334, -17.373815536499023]"
date,-1,1.0,0.027043743,clustering,compound shape,0.0261570629999999,cases;deaths,340,116792,"[-0.0037615859320720593, 0.035051300680127497]","[-0.0057399375320136255, -0.008925579077210503]","[0.0025250384996545116, 0.0005619746615180601]","[-11.769415855407715, 8.940671920776367]",-11.769415855407715,8.940671920776367,"[-31.63852715838027, 58.01984137702839]","[-0.003032245780840329, -0.004554502860117077]","[2.629064245895193, 1.544069635692197]","[5.9451470375061035, -17.292888641357422]"
county,Wayne,1.0,0.027043743,top1,point,0.027043743,cases,374,116792,"[-0.011193622668184248, 0.030312387384306087]","[-0.005739937532013625, -0.008925579077210484]","[0.0025250384996545095, 0.0005619746615180588]","[-11.551660537719727, 8.256549835205078]",-11.551660537719727,8.256549835205078,"[-31.63852715838027, 58.01984137702839]","[-0.0030322457808403284, -0.004554502860117086]","[2.629064245895191, 1.5440696356921977]","[5.3314008712768555, -17.216842651367188]"
date,-1,0.8231585290000001,0.03329281,cross measure correlation,compound,0.027405261,cases;deaths,12,116783,"[-0.012566808599536579, -0.012274235832299153]","[-0.0016499901378620192, 0.009893626258494957]","[0.0025250384996545103, 0.0005619746615180586]","[1.5129961967468262, 14.782207489013672]",1.5129961967468262,14.782207489013672,"[-91.09109351871766, -21.6376405712701]","[-0.0033025195578931634, 0.05423377943812287]","[2.629064245895197, 1.544069635692198]","[-17.565216064453125, 6.297262191772461]"
county,-1,0.997787731,0.03329281,cross measure correlation,compound,0.033219158,cases;deaths,27,116783,"[-0.020754318244053993, -0.007102975774419938]","[-0.0016499901378620244, 0.009893626258494973]","[0.0025250384996545095, 0.0005619746615180594]","[1.7595359086990356, 14.19470500946045]",1.7595359086990356,14.19470500946045,"[-91.0910935177511, -21.63764057576568]","[-0.003302519557893165, 0.05423377943812285]","[2.629064245895195, 1.544069635692198]","[-17.42682456970215, 6.638852119445801]"
date,-1,0.981378223,0.03329281,trend,shape,0.032672839,cases,83,116783,"[-0.020783561496497564, -0.007071047488877752]","[-0.0016499901378620211, 0.009893626258494973]","[0.0025250384996545103, 0.0005619746615180588]","[1.728966474533081, 15.016016006469727]",1.728966474533081,15.016016006469727,"[-91.09109351871481, -21.637640571283505]","[-0.003302519557893189, 0.05423377943812287]","[2.629064245895195, 1.544069635692198]","[-18.38572883605957, 6.853100299835205]"
date,2020-07-23T00:00:00.000000000,0.999999249,0.03329281,change point,shape,0.033292785,cases,133,116783,"[-0.020783561305649307, -0.007071047697773327]","[-0.0016499901378620194, 0.009893626258494964]","[0.002525038499654509, 0.0005619746615180592]","[2.3264615535736084, 14.328691482543945]",2.3264615535736084,14.328691482543945,"[-91.09109351871446, -21.6376405712847]","[-0.0033025195578931742, 0.05423377943812284]","[2.6290642458951927, 1.544069635692197]","[-18.2626895904541, 6.2175164222717285]"
date,2020-07-31T00:00:00.000000000,0.980546524,0.03329281,outlier,shape,0.032645149,cases,183,116783,"[-0.0207543909149661, -0.0071028966291392225]","[-0.001649990137862021, 0.009893626258494954]","[0.0025250384996545116, 0.0005619746615180592]","[2.3009023666381836, 14.941418647766113]",2.3009023666381836,14.941418647766113,"[-84.19615248587253, -42.21606332374419]","[-0.003302519557893175, 0.05423377943812281]","[2.629064245895195, 1.544069635692198]","[-18.233774185180664, 7.123480319976807]"
county,Cook,0.654340227,0.03329281,attribution,point,0.021784825,cases,239,116783,"[0.003674052339673594, -0.01669299264195132]","[-0.001649990137862017, 0.009893626258494973]","[0.0025250384996545103, 0.0005619746615180601]","[2.4361484050750732, 14.633541107177734]",2.4361484050750732,14.633541107177734,"[-91.09109351871946, -21.637640571261684]","[-0.003302519557893175, 0.05423377943812287]","[2.629064245895193, 1.544069635692198]","[-17.552814483642578, 6.987502574920654]"
county,-1,1.0,0.03329281,clustering,compound shape,0.032484732,cases;deaths,325,116783,"[0.0036740525216930235, -0.016692992636021062]","[-0.0016499901378620241, 0.009893626258494943]","[0.0025250384996545103, 0.0005619746615180588]","[2.0520219802856445, 14.229424476623535]",2.0520219802856445,14.229424476623535,"[-91.09109351881457, -21.637640570819407]","[-0.0033025195578931616, 0.05423377943812289]","[2.629064245895193, 1.544069635692198]","[-18.451339721679688, 6.508359432220459]"
date,-1,1.0,0.03329281,clustering,compound shape,0.031382567,cases;deaths,349,116783,"[0.0036740525035907096, -0.016692992636610855]","[-0.0016499901378620207, 0.00989362625849495]","[0.0025250384996545125, 0.0005619746615180594]","[1.544678807258606, 14.464343070983887]",1.544678807258606,14.464343070983887,"[-91.09109351871862, -21.63764057126605]","[-0.0033025195578931755, 0.05423377943812287]","[2.629064245895193, 1.5440696356921977]","[-17.92245101928711, 6.145207405090332]"
county,Cook,1.0,0.03329281,top1,point,0.03329281,cases,379,116783,"[0.0036740524286664592, -0.016692992639051902]","[-0.001649990137862024, 0.00989362625849495]","[0.002525038499654509, 0.0005619746615180588]","[2.0467514991760254, 15.116994857788086]",2.0467514991760254,15.116994857788086,"[-91.09109351889605, -21.63764057044016]","[-0.0033025195578931716, 0.05423377943812288]","[2.629064245895191, 1.5440696356921981]","[-17.889047622680664, 7.138577938079834]"
date,-1,0.91215798,0.029923006,cross measure correlation,compound,0.0272945089999999,cases;deaths,13,116784,"[0.010174471962438035, 0.05251920528068199]","[-0.0029251342052995072, 0.006153309183949325]","[0.002525038499654511, 0.0005619746615180594]","[-3.510957956314087, 20.64382553100586]",-3.510957956314087,20.64382553100586,"[-59.89136206518178, 51.967596829593056]","[-0.003218865430398789, 0.008873639441625064]","[2.629064245895195, 1.544069635692198]","[15.209985733032227, 4.41787576675415]"
county,-1,0.929467648,0.029923006,cross measure correlation,compound,0.027812466,cases;deaths,14,116784,"[0.010600215190091125, 0.052448395490680436]","[-0.0029251342052995107, 0.006153309183949334]","[0.0025250384996545077, 0.000561974661518059]","[-3.1070263385772705, 21.030723571777344]",-3.1070263385772705,21.030723571777344,"[-59.89136206518178, 51.967596829593056]","[-0.003218865430398795, 0.008873639441625052]","[2.629064245895189, 1.5440696356921966]","[14.534514427185059, 4.0246453285217285]"
date,-1,0.969259869,0.029923006,trend,shape,0.029003169,cases,82,116784,"[-0.03529148482927402, 0.027885420681967473]","[-0.0029251342052995064, 0.006153309183949323]","[0.002525038499654509, 0.0005619746615180596]","[-3.112027406692505, 20.23908233642578]",-3.112027406692505,20.23908233642578,"[-59.89136206518178, 51.967596829593056]","[-0.0032188654303987865, 0.008873639441625055]","[2.629064245895191, 1.5440696356921977]","[14.894676208496094, 4.517087459564209]"
date,2020-07-23T00:00:00.000000000,1.0,0.029923006,change point,shape,0.029923006,cases,132,116784,"[-0.03529148465108736, 0.027885421164778587]","[-0.0029251342052995116, 0.0061533091839493246]","[0.002525038499654511, 0.0005619746615180599]","[-3.3948681354522705, 20.911245346069336]",-3.3948681354522705,20.911245346069336,"[-59.89136206518178, 51.967596829593056]","[-0.0032188654303988073, 0.008873639441625033]","[2.629064245895197, 1.5440696356921977]","[14.604231834411621, 4.350800037384033]"
date,2020-07-31T00:00:00.000000000,0.981898332,0.029923006,outlier,shape,0.02938135,cases,182,116784,"[-0.034050674913823104, -0.004444768568803079]","[-0.002925134205299508, 0.006153309183949336]","[0.0025250384996545095, 0.0005619746615180586]","[-2.8293449878692627, 20.921499252319336]",-2.8293449878692627,20.921499252319336,"[-59.89136206518178, 51.967596829593056]","[-0.0032188654303988073, 0.008873639441625019]","[2.6290642458951927, 1.544069635692197]","[14.686785697937012, 3.730834484100342]"
date,-1,1.0,0.029923006,clustering,compound shape,0.029677736,cases;deaths,312,116784,"[0.039979221290291585, -0.0013184108637187572]","[-0.0029251342052995085, 0.006153309183949321]","[0.0025250384996545086, 0.000561974661518059]","[-3.394390106201172, 20.350736618041992]",-3.394390106201172,20.350736618041992,"[-59.89136206518177, 51.967596829593056]","[-0.003218865430398797, 0.008873639441625064]","[2.629064245895191, 1.5440696356921975]","[15.009957313537598, 3.65462589263916]"
county,-1,1.0,0.029923006,clustering,compound shape,0.028459381,cases;deaths,327,116784,"[0.01018538829539645, 0.05251744423632193]","[-0.002925134205299505, 0.006153309183949348]","[0.002525038499654509, 0.0005619746615180586]","[-2.8313660621643066, 20.34889030456543]",-2.8313660621643066,20.34889030456543,"[-59.89136206518178, 51.967596829593056]","[-0.0032188654303988017, 0.00887363944162505]","[2.629064245895193, 1.5440696356921977]","[15.377172470092773, 4.1608734130859375]"
county,Marion,1.0,0.029923006,top1,point,0.029923006,cases,382,116784,"[-0.03529148483505756, 0.02788542066629664]","[-0.0029251342052995116, 0.0061533091839493315]","[0.002525038499654509, 0.0005619746615180583]","[-2.7089650630950928, 20.636072158813477]",-2.7089650630950928,20.636072158813477,"[-59.89136206518178, 51.967596829593056]","[-0.0032188654303987943, 0.008873639441625067]","[2.629064245895193, 1.544069635692197]","[15.29392147064209, 3.8168561458587646]"
county,-1,0.825241682,0.032514343,cross measure correlation,compound,0.026832191,cases;deaths,15,116785,"[0.030050132299698273, -0.02231216754494946]","[-0.0009224153235158062, 0.014894985108818091]","[0.0025250384996545103, 0.0005619746615180583]","[-0.8611730337142944, -13.142251968383789]",-0.8611730337142944,-13.142251968383789,"[22.825184379544176, 58.92436484972724]","[-0.0032069114389426437, 0.004979763544212149]","[2.629064245895193, 1.5440696356921977]","[-10.467281341552734, 8.360776901245117]"
date,-1,0.963705293,0.032514343,cross measure correlation,compound,0.031334244,cases;deaths,30,116785,"[0.03004716585956148, -0.022314182130751398]","[-0.0009224153235157985, 0.014894985108818051]","[0.0025250384996545103, 0.0005619746615180586]","[-0.47248727083206177, -13.545262336730957]",-0.47248727083206177,-13.545262336730957,"[-74.47866742281562, -52.89678201239817]","[-0.003206911438942659, 0.004979763544212127]","[2.629064245895189, 1.5440696356921966]","[-10.015254020690918, 8.809808731079102]"
date,-1,0.986013441,0.032514343,trend,shape,0.032059579,cases,86,116785,"[0.030047262461939096, -0.022314116529951175]","[-0.0009224153235157956, 0.014894985108818088]","[0.002525038499654511, 0.0005619746615180599]","[-0.44070905447006226, -12.752513885498047]",-0.44070905447006226,-12.752513885498047,"[-74.4786674228209, -52.89678201238945]","[-0.003206911438942642, 0.004979763544212136]","[2.629064245895195, 1.5440696356921968]","[-10.53067684173584, 9.220993041992188]"
date,2020-07-09T00:00:00.000000000,1.0,0.032514343,change point,shape,0.032514343,cases,136,116785,"[0.030051131377415333, -0.022311488983270573]","[-0.0009224153235158019, 0.01489498510881806]","[0.002525038499654509, 0.0005619746615180599]","[-0.7418778538703918, -13.39404296875]",-0.7418778538703918,-13.39404296875,"[48.33980942757388, -43.42090604311512]","[-0.0032069114389426515, 0.004979763544212145]","[2.629064245895191, 1.5440696356921977]","[-10.744207382202148, 8.461650848388672]"
date,2020-07-31T00:00:00.000000000,0.969253237,0.032514343,outlier,shape,0.031514632,cases,186,116785,"[0.030050173237165346, -0.022312139741326554]","[-0.0009224153235157917, 0.014894985108818076]","[0.002525038499654509, 0.0005619746615180599]","[-0.0606333464384079, -13.160712242126465]",-0.0606333464384079,-13.160712242126465,"[-74.47866742980358, -52.896782000990314]","[-0.0032069114389426494, 0.004979763544212157]","[2.629064245895191, 1.5440696356921981]","[-10.20133113861084, 9.124911308288574]"
county,-1,1.0,0.032514343,clustering,compound shape,0.029750624,cases;deaths,314,116785,"[0.030050183135300612, -0.02231213301877226]","[-0.0009224153235158039, 0.014894985108818088]","[0.0025250384996545095, 0.0005619746615180583]","[-0.7394567728042603, -12.84290885925293]",-0.7394567728042603,-12.84290885925293,"[22.825186684875916, 58.924363314379164]","[-0.003206911438942665, 0.004979763544212135]","[2.629064245895193, 1.544069635692198]","[-10.909867286682129, 8.756570816040039]"
date,-1,1.0,0.032514343,clustering,compound shape,0.031981321,cases;deaths,328,116785,"[0.030051542693491178, -0.022311209613170242]","[-0.0009224153235158094, 0.01489498510881808]","[0.002525038499654509, 0.0005619746615180592]","[-0.18082958459854126, -13.418219566345215]",-0.18082958459854126,-13.418219566345215,"[-74.47866742289969, -52.89678201226087]","[-0.0032069114389426563, 0.004979763544212149]","[2.629064245895193, 1.5440696356921977]","[-10.17502212524414, 8.488550186157227]"
county,Polk,1.0,0.032514343,top1,point,0.032514343,cases,385,116785,"[0.030050116438771, -0.022312178317249028]","[-0.0009224153235158149, 0.014894985108818096]","[0.0025250384996545108, 0.0005619746615180586]","[-0.18901608884334564, -12.848369598388672]",-0.18901608884334564,-12.848369598388672,"[-74.4786674228253, -52.89678201238233]","[-0.0032069114389426468, 0.004979763544212179]","[2.629064245895195, 1.544069635692198]","[-10.856368064880371, 9.043435096740723]"
county,-1,0.876451798,0.025721415,cross measure correlation,compound,0.022543581,cases;deaths,16,116797,"[0.006404246060179786, 0.035444993416956554]","[-0.0018281065638485734, 0.0024900769595298266]","[0.002525038499654512, 0.0005619746615180599]","[-15.052685737609863, -12.081826210021973]",-15.052685737609863,-12.081826210021973,"[4.185882226138819, 55.40042751491622]","[-0.002946017038190217, -0.0002499335516479998]","[2.629064245895191, 1.5440696356921977]","[-12.044571876525879, -4.505916118621826]"
date,-1,0.926774464,0.025721415,cross measure correlation,compound,0.023837951,cases;deaths,42,116797,"[0.006404227658353417, 0.0354449947970949]","[-0.0018281065638485596, 0.0024900769595298366]","[0.0025250384996545073, 0.0005619746615180581]","[-14.867980003356934, -12.68242073059082]",-14.867980003356934,-12.68242073059082,"[4.1858822260856305, 55.40042751493312]","[-0.00294601703819022, -0.00024993355164801837]","[2.629064245895193, 1.5440696356921972]","[-11.7904052734375, -4.322879314422607]"
date,-1,0.98721652,0.025721415,trend,shape,0.025392606,cases,79,116797,"[0.006404246071354064, 0.03544499341611847]","[-0.00182810656384856, 0.002490076959529832]","[0.0025250384996545095, 0.0005619746615180583]","[-14.711404800415039, -12.46269416809082]",-14.711404800415039,-12.46269416809082,"[4.185882226085643, 55.40042751493308]","[-0.0029460170381902127, -0.0002499335516480106]","[2.629064245895195, 1.5440696356921972]","[-12.082029342651367, -4.797734260559082]"
date,2020-07-23T00:00:00.000000000,1.0,0.025721415,change point,shape,0.025721415,cases,129,116797,"[0.006404246037057023, 0.035444993418690784]","[-0.001828106563848558, 0.0024900769595298335]","[0.0025250384996545103, 0.0005619746615180601]","[-15.149998664855957, -12.698567390441895]",-15.149998664855957,-12.698567390441895,"[4.1858822260856305, 55.40042751493312]","[-0.0029460170381902327, -0.0002499335516480013]","[2.629064245895195, 1.5440696356921977]","[-11.489767074584961, -4.404969692230225]"
date,2020-07-31T00:00:00.000000000,0.97957884,0.025721415,outlier,shape,0.025196154,cases,179,116797,"[0.006404227717346216, 0.03544499479267048]","[-0.001828106563848565, 0.0024900769595298414]","[0.0025250384996545103, 0.0005619746615180586]","[-15.335826873779297, -12.49584674835205]",-15.335826873779297,-12.49584674835205,"[4.185882226085643, 55.40042751493308]","[-0.0029460170381902266, -0.0002499335516480261]","[2.629064245895197, 1.544069635692198]","[-11.842219352722168, -4.99853515625]"
county,-1,1.0,0.025721415,clustering,compound shape,0.023926898,cases;deaths,322,116797,"[0.006404246010073288, 0.03544499342071455]","[-0.0018281065638485732, 0.0024900769595298236]","[0.002525038499654509, 0.0005619746615180594]","[-14.78709888458252, -12.181913375854492]",-14.78709888458252,-12.181913375854492,"[4.185882226085637, 55.40042751493308]","[-0.002946017038190211, -0.0002499335516480308]","[2.629064245895191, 1.544069635692197]","[-11.528441429138184, -4.960923671722412]"
county,Douglas,1.0,0.025721415,top1,point,0.025721415,cases,386,116797,"[0.006404246041003868, 0.03544499341839474]","[-0.0018281065638485576, 0.0024900769595298335]","[0.002525038499654511, 0.0005619746615180599]","[-15.28969669342041, -12.214883804321289]",-15.28969669342041,-12.214883804321289,"[4.185882226085643, 55.40042751493308]","[-0.002946017038190225, -0.00024993355164802303]","[2.629064245895193, 1.544069635692198]","[-11.390585899353027, -4.7359700202941895]"
