sid,cid
467,220
482,220
485,220
140,221
143,221
158,221
161,221
464,221
467,221
482,221
485,221
221,222
224,222
239,222
242,222
464,222
467,222
482,222
485,222
302,223
305,223
320,223
323,223
464,223
467,223
482,223
485,223
383,224
386,224
401,224
404,224
464,224
467,224
482,224
485,224
59,225
62,225
77,225
80,225
464,225
467,225
482,225
485,225
140,226
143,226
158,226
161,226
464,226
467,226
482,226
485,226
221,227
224,227
239,227
242,227
464,227
467,227
482,227
485,227
302,228
305,228
320,228
323,228
464,228
467,228
482,228
485,228
383,229
386,229
401,229
404,229
464,229
467,229
482,229
485,229
59,230
62,230
77,230
80,230
464,230
467,230
482,230
485,230
140,231
143,231
158,231
161,231
464,231
467,231
482,231
485,231
221,232
224,232
239,232
242,232
464,232
467,232
482,232
485,232
302,233
305,233
320,233
323,233
464,233
467,233
482,233
485,233
383,234
386,234
401,234
404,234
464,234
467,234
482,234
485,234
59,235
62,235
77,235
80,235
464,235
467,235
482,235
485,235
140,236
143,236
158,236
161,236
464,236
467,236
482,236
485,236
221,237
224,237
239,237
242,237
464,237
467,237
482,237
485,237
302,238
305,238
320,238
323,238
464,238
467,238
482,238
485,238
383,239
386,239
401,239
404,239
464,239
467,239
482,239
485,239
63,240
71,240
72,240
80,240
468,240
476,240
477,240
485,240
144,241
152,241
153,241
161,241
468,241
476,241
477,241
485,241
225,242
233,242
234,242
242,242
468,242
476,242
477,242
485,242
306,243
314,243
315,243
323,243
468,243
476,243
477,243
485,243
387,244
395,244
396,244
404,244
468,244
476,244
477,244
485,244
65,245
71,245
74,245
80,245
470,245
476,245
479,245
485,245
146,246
152,246
155,246
161,246
470,246
476,246
479,246
485,246
227,247
233,247
236,247
242,247
470,247
476,247
479,247
485,247
308,248
314,248
317,248
323,248
470,248
476,248
479,248
485,248
389,249
395,249
398,249
404,249
470,249
476,249
479,249
485,249
65,250
71,250
74,250
80,250
470,250
476,250
479,250
485,250
146,251
152,251
155,251
161,251
470,251
476,251
479,251
485,251
227,252
233,252
236,252
242,252
470,252
476,252
479,252
485,252
308,253
314,253
317,253
323,253
470,253
476,253
479,253
485,253
389,254
395,254
398,254
404,254
470,254
476,254
479,254
485,254
66,255
71,255
75,255
80,255
471,255
476,255
480,255
485,255
147,256
152,256
156,256
161,256
471,256
476,256
480,256
485,256
228,257
233,257
237,257
242,257
471,257
476,257
480,257
485,257
309,258
314,258
318,258
323,258
471,258
476,258
480,258
485,258
390,259
395,259
399,259
404,259
471,259
476,259
480,259
485,259
67,260
71,260
76,260
80,260
472,260
476,260
481,260
485,260
148,261
152,261
157,261
161,261
472,261
476,261
481,261
485,261
229,262
233,262
238,262
242,262
472,262
476,262
481,262
485,262
310,263
314,263
319,263
323,263
472,263
476,263
481,263
485,263
391,264
395,264
400,264
404,264
472,264
476,264
481,264
485,264
68,265
71,265
77,265
80,265
473,265
476,265
482,265
485,265
149,266
152,266
158,266
161,266
473,266
476,266
482,266
485,266
230,267
233,267
239,267
242,267
473,267
476,267
482,267
485,267
311,268
314,268
320,268
323,268
473,268
476,268
482,268
485,268
392,269
395,269
401,269
404,269
473,269
476,269
482,269
485,269
68,270
71,270
77,270
80,270
473,270
476,270
482,270
485,270
149,271
152,271
158,271
161,271
473,271
476,271
482,271
485,271
230,272
233,272
239,272
242,272
473,272
476,272
482,272
485,272
311,273
314,273
320,273
323,273
473,273
476,273
482,273
485,273
392,274
395,274
401,274
404,274
473,274
476,274
482,274
485,274
