Year,Brand,Body,Engine Type,Model,Registration,sid
2011,*,sedan,*,Passat CC,yes,37065
2015,*,crossover,*,Rav 4,yes,37066
2010,*,crossover,*,Q7,yes,37067
2012,*,hatch,*,Up,yes,37068
2015,*,other,*,A6,yes,37069
2013,*,sedan,*,Corolla,yes,37070
2006,*,sedan,*,Avensis,yes,37071
2012,*,other,*,Amarok,yes,37072
1991,*,sedan,*,Passat B3,yes,37073
2003,*,crossover,*,G 320,yes,37074
2004,*,sedan,*,S 500,yes,37075
2014,*,hatch,*,Auris,yes,37076
2013,*,van,*,Vito,yes,37077
1999,*,vagon,*,A6,no,37078
2003,*,sedan,*,530,yes,37079
2008,*,sedan,*,Jetta,yes,37080
2013,*,vagon,*,Passat B7,yes,37081
2012,*,crossover,*,Land Cruiser Prado,yes,37082
2007,*,other,*,CL 500,yes,37083
2012,*,other,*,Kangoo,yes,37084
2011,*,crossover,*,X5,yes,37085
2008,*,van,*,T5 (Transporter) ,yes,37086
2010,*,vagon,*,Megane,yes,37087
2011,*,hatch,*,Kangoo,yes,37088
2000,*,van,*,Vito,yes,37089
2003,*,crossover,*,Land Cruiser Prado,no,37090
2011,*,crossover,*,X6,yes,37091
2013,*,van,*,Caddy,yes,37092
2007,*,sedan,*,A6,yes,37093
2003,*,sedan,*,A6,yes,37094
2000,*,van,*,Master,yes,37095
2016,*,crossover,*,Touareg,yes,37096
2009,*,crossover,*,Land Cruiser 200,yes,37097
2014,*,sedan,*,Corolla,yes,37098
1979,*,sedan,*,Corolla,yes,37099
2013,*,van,*,Multivan,yes,37100
2013,*,other,*,Kangoo,yes,37101
2013,*,sedan,*,Logan,yes,37102
2016,*,vagon,*,Dokker,yes,37103
2011,*,van,*,Trafic,yes,37104
1997,*,sedan,*,540,yes,37105
2014,*,other,*,A8,yes,37106
2009,*,hatch,*,Megane,yes,37107
2002,*,sedan,*,Camry,yes,37108
2002,*,vagon,*,Passat B5,yes,37109
1998,*,crossover,*,ML 320,yes,37110
2012,*,hatch,*,Auris,yes,37111
2011,*,other,*,T5 (Transporter) ,yes,37112
2006,*,sedan,*,Lancer,yes,37113
2001,*,van,*,Kangoo,yes,37114
2007,*,vagon,*,Kangoo,yes,37115
2002,*,van,*,Kangoo,yes,37116
2007,*,crossover,*,Touareg,yes,37117
2008,*,crossover,*,Outlander XL,yes,37118
2007,*,van,*,Kangoo,yes,37119
2013,*,van,*,Kangoo,yes,37120
2007,*,crossover,*,Pajero Wagon,yes,37121
2003,*,vagon,*,Passat B5,yes,37122
2006,*,other,*,Multivan,yes,37123
2003,*,sedan,*,318,yes,37124
2002,*,sedan,*,Passat B5,yes,37125
2004,*,sedan,*,318,yes,37126
2011,*,hatch,*,Golf VI,yes,37127
2014,*,hatch,*,Golf VII,yes,37128
2006,*,vagon,*,A6,no,37129
2002,*,hatch,*,A 170,no,37130
2012,*,van,*,Vito,yes,37131
2001,*,vagon,*,Laguna,no,37132
2003,*,sedan,*,New Beetle,yes,37133
2015,*,crossover,*,Touareg,yes,37134
2001,*,sedan,*,Passat B5,yes,37135
1996,*,sedan,*,Galant,yes,37136
2009,*,sedan,*,Camry,yes,37137
1991,*,other,*,Corolla,yes,37138
2014,*,crossover,*,X5,yes,37139
1998,*,sedan,*,Passat B5,yes,37140
2014,*,sedan,*,Passat B7,yes,37141
1997,*,crossover,*,Pajero,yes,37142
2011,*,other,*,Sprinter 319,yes,37143
2010,*,other,*,S 500,yes,37144
2014,*,other,*,A5,yes,37145
2000,*,crossover,*,X5,no,37146
2005,*,sedan,*,320,yes,37147
1986,*,sedan,*,100,yes,37148
2011,*,other,*,Passat B6,yes,37149
2006,*,van,*,Viano,yes,37150
2007,*,vagon,*,Megane,yes,37151
1994,*,sedan,*,E-Class,yes,37152
2009,*,sedan,*,S 550,yes,37153
2000,*,van,*,Sharan,yes,37154
2006,*,sedan,*,E-Class,no,37155
2007,*,crossover,*,Pajero Sport,yes,37156
2005,*,crossover,*,ML 350,yes,37157
2000,*,sedan,*,530,yes,37158
1999,*,van,*,Vito,yes,37159
2010,*,vagon,*,Golf VI,yes,37160
2002,*,sedan,*,318,yes,37161
2012,*,crossover,*,X5,yes,37162
2012,*,hatch,*,Prius,yes,37163
2013,*,van,*,B 180,yes,37164
2011,*,sedan,*,Polo,yes,37165
2012,*,van,*,T5 (Transporter) ,yes,37166
2016,*,sedan,*,Fluence,yes,37167
2003,*,sedan,*,Camry,yes,37168
1988,*,sedan,*,90,yes,37169
1999,*,van,*,T4 (Transporter),yes,37170
2013,*,crossover,*,Land Cruiser Prado,yes,37171
2011,*,crossover,*,Duster,yes,37172
2008,*,crossover,*,Tiguan,yes,37173
1992,*,sedan,*,E-Class,yes,37174
2010,*,other,*,T5 (Transporter),yes,37175
2013,*,sedan,*,730,yes,37176
1985,*,sedan,*,190,yes,37177
1997,*,sedan,*,523,no,37178
2001,*,sedan,*,E-Class,yes,37179
2002,*,van,*,Hiace,yes,37180
2002,*,sedan,*,745,yes,37181
1997,*,sedan,*,S 320,yes,37182
2009,*,other,*,CLC 200,yes,37183
2006,*,vagon,*,Megane,yes,37184
2004,*,vagon,*,Kangoo,yes,37185
2010,*,vagon,*,Q7,yes,37186
1996,*,sedan,*,A4,no,37187
2008,*,vagon,*,A4,yes,37188
2013,*,crossover,*,Touareg,yes,37189
2016,*,crossover,*,Rav 4,yes,37190
1994,*,sedan,*,325,yes,37191
2005,*,other,*,Sprinter 316,yes,37192
2010,*,sedan,*,Passat B6,yes,37193
2004,*,other,*,Scenic,no,37194
1995,*,van,*,T4 (Transporter),no,37195
2004,*,sedan,*,A8,yes,37196
2006,*,vagon,*,A6 Allroad,yes,37197
2010,*,van,*,Kangoo,yes,37198
2015,*,sedan,*,E-Class,yes,37199
2005,*,van,*,Vito,no,37200
2004,*,crossover,*,Touareg,no,37201
2007,*,hatch,*,Golf V,yes,37202
2002,*,hatch,*,Polo,yes,37203
2012,*,sedan,*,C-Class,yes,37204
2011,*,crossover,*,Venza,yes,37205
2006,*,crossover,*,Fortuner,yes,37206
2010,*,sedan,*,A6,yes,37207
2006,*,other,*,LT,yes,37208
2008,*,sedan,*,Corolla,yes,37209
2011,*,crossover,*,Pajero Sport,yes,37210
2009,*,sedan,*,Lancer X,yes,37211
2005,*,vagon,*,A6 Allroad,yes,37212
2013,*,sedan,*,520,yes,37213
2006,*,crossover,*,X5,yes,37214
2013,*,hatch,*,Auris,yes,37215
2013,*,sedan,*,S 500,yes,37216
2002,*,sedan,*,E-Class,yes,37217
2001,*,sedan,*,530,yes,37218
2015,*,sedan,*,S 350,yes,37219
2008,*,vagon,*,Passat B6,yes,37220
2008,*,other,*,L 200,yes,37221
2013,*,other,*,Passat B7,yes,37222
2003,*,sedan,*,E-Class,yes,37223
2000,*,sedan,*,Corolla,yes,37224
2006,*,crossover,*,X5,no,37225
1996,*,sedan,*,525,no,37226
2004,*,van,*,T5 (Transporter) ,yes,37227
2007,*,vagon,*,Passat B6,no,37228
2004,*,vagon,*,A6,no,37229
1996,*,vagon,*,E-Class,yes,37230
2009,*,crossover,*,X5,yes,37231
2012,*,sedan,*,Symbol,yes,37232
2010,*,sedan,*,Lancer X,yes,37233
2009,*,van,*,Vito,yes,37234
2001,*,sedan,*,320,no,37235
2000,*,vagon,*,Passat B5,yes,37236
2011,*,sedan,*,A7,yes,37237
1993,*,hatch,*,Galant,yes,37238
2016,*,crossover,*,Duster,yes,37239
2007,*,sedan,*,Colt,yes,37240
1996,*,sedan,*,535,yes,37241
2016,*,van,*,Caddy,yes,37242
2007,*,crossover,*,Land Cruiser Prado,yes,37243
2015,*,sedan,*,640,yes,37244
2007,*,hatch,*,Yaris,yes,37245
1999,*,other,*,CLK 200,no,37246
2012,*,other,*,Vito,yes,37247
2007,*,crossover,*,X3,yes,37248
1998,*,sedan,*,E-Class,no,37249
2004,*,vagon,*,A6,yes,37250
2001,*,van,*,Vito,yes,37251
2005,*,vagon,*,Corolla,yes,37252
2000,*,sedan,*,T4 (Transporter) ,yes,37253
2008,*,vagon,*,Megane,yes,37254
2012,*,other,*,Sprinter 313,yes,37255
2000,*,other,*,Caddy,yes,37256
2003,*,van,*,T4 (Transporter),yes,37257
2006,*,sedan,*,C-Class,yes,37258
1986,*,sedan,*,E-Class,yes,37259
1997,*,sedan,*,S 600,yes,37260
2012,*,crossover,*,Pajero Wagon,yes,37261
1998,*,hatch,*,Polo,no,37262
2016,*,crossover,*,GLC-Class,yes,37263
2014,*,crossover,*,Land Cruiser 200,yes,37264
2000,*,hatch,*,Golf IV,yes,37265
2013,*,vagon,*,Logan,yes,37266
2006,*,other,*,C-Class,yes,37267
2008,*,sedan,*,Lancer,yes,37268
2003,*,vagon,*,Laguna,yes,37269
1998,*,other,*,Z3,no,37270
2011,*,crossover,*,Highlander,yes,37271
2003,*,sedan,*,735,yes,37272
2011,*,other,*,X5,yes,37273
2007,*,vagon,*,Passat B6,yes,37274
1998,*,vagon,*,Golf III,yes,37275
2003,*,vagon,*,A6,no,37276
2013,*,van,*,T5 (Transporter) ,yes,37277
2005,*,van,*,Espace,no,37278
2011,*,sedan,*,Camry,yes,37279
1989,*,hatch,*,Golf II,yes,37280
2010,*,sedan,*,523,yes,37281
2008,*,vagon,*,Golf Variant,yes,37282
2000,*,sedan,*,A6,no,37283
2008,*,other,*,630,yes,37284
2012,*,other,*,X6,yes,37285
2011,*,van,*,Touran,yes,37286
1998,*,hatch,*,Golf IV,yes,37287
2016,*,sedan,*,Camry,yes,37288
2004,*,vagon,*,Passat B5,yes,37289
2007,*,sedan,*,S 500,yes,37290
2004,*,crossover,*,Land Cruiser 100,yes,37291
2010,*,crossover,*,Q5,yes,37292
2007,*,sedan,*,Camry,yes,37293
2015,*,crossover,*,Highlander,yes,37294
2004,*,other,*,Master,yes,37295
2001,*,sedan,*,520,yes,37296
2004,*,van,*,Sprinter 211,yes,37297
2011,*,crossover,*,Land Cruiser Prado,no,37298
2003,*,sedan,*,Passat B5,no,37299
2005,*,other,*,Tacoma,yes,37300
2010,*,vagon,*,A4,yes,37301
2003,*,sedan,*,A4,yes,37302
1994,*,hatch,*,Golf III,yes,37303
2002,*,van,*,Espace,yes,37304
2010,*,sedan,*,Camry,yes,37305
2013,*,crossover,*,X6,yes,37306
2016,*,van,*,Touran,yes,37307
2004,*,crossover,*,Touareg,yes,37308
2000,*,sedan,*,530,no,37309
2012,*,sedan,*,A8,yes,37310
1996,*,sedan,*,328,yes,37311
2013,*,vagon,*,Q3,yes,37312
1998,*,sedan,*,320,yes,37313
2002,*,vagon,*,A4,yes,37314
2014,*,sedan,*,C-Class,yes,37315
2004,*,sedan,*,Phaeton,no,37316
2003,*,crossover,*,X5,yes,37317
1997,*,sedan,*,525,no,37318
2013,*,other,*,Master,yes,37319
2015,*,crossover,*,Land Cruiser 200,yes,37320
2016,*,crossover,*,A6 Allroad,yes,37321
2008,*,other,*,523,yes,37322
2001,*,other,*,CLK 220,no,37323
2008,*,van,*,Sprinter 318,yes,37324
2005,*,vagon,*,Grand Scenic,yes,37325
2005,*,other,*,T5 (Transporter),yes,37326
2004,*,sedan,*,Lancer,yes,37327
1997,*,sedan,*,S 500,yes,37328
1997,*,crossover,*,Sprinter 212,yes,37329
2013,*,crossover,*,Hilux,yes,37330
2002,*,vagon,*,C-Class,no,37331
2012,*,crossover,*,Land Cruiser 200,yes,37332
2013,*,crossover,*,Land Cruiser 76,yes,37333
2006,*,crossover,*,ML 280,yes,37334
2009,*,van,*,T5 (Transporter),yes,37335
2006,*,other,*,Colt,yes,37336
1998,*,sedan,*,A6,no,37337
2001,*,other,*,TT,yes,37338
2004,*,sedan,*,Phaeton,yes,37339
1998,*,sedan,*,525,no,37340
2004,*,sedan,*,745,yes,37341
1998,*,sedan,*,Galant,yes,37342
2009,*,sedan,*,Megane,yes,37343
2012,*,other,*,E-Class,yes,37344
2008,*,hatch,*,Auris,yes,37345
2006,*,van,*,Kangoo,yes,37346
1994,*,crossover,*,Land Cruiser 80,yes,37347
2009,*,other,*,CL 63 AMG,yes,37348
2001,*,sedan,*,S 320,no,37349
2002,*,vagon,*,A6,no,37350
2013,*,vagon,*,Megane,no,37351
2006,*,sedan,*,Galant,yes,37352
2016,*,crossover,*,X6 M,yes,37353
2011,*,other,*,T6 (Transporter) ,yes,37354
1995,*,sedan,*,Corolla,yes,37355
2007,*,other,*,R8,yes,37356
2002,*,van,*,T4 (Transporter),yes,37357
2016,*,crossover,*,GLE-Class,yes,37358
2012,*,hatch,*,Polo,yes,37359
2015,*,sedan,*,Camry,yes,37360
2004,*,van,*,T5 (Transporter),yes,37361
2002,*,crossover,*,X5,yes,37362
2002,*,vagon,*,A6 Allroad,no,37363
2012,*,sedan,*,Camry,yes,37364
2008,*,sedan,*,A6,yes,37365
2006,*,hatch,*,116,no,37366
1996,*,sedan,*,A6,yes,37367
2003,*,other,*,A6,yes,37368
2012,*,other,*,M6,yes,37369
2005,*,van,*,Trafic,yes,37370
2010,*,sedan,*,S 63 AMG,yes,37371
2012,*,hatch,*,Sandero,yes,37372
2009,*,other,*,C-Class,yes,37373
2001,*,vagon,*,Golf IV,no,37374
2008,*,sedan,*,Megane,yes,37375
2011,*,hatch,*,A6,yes,37376
2014,*,van,*,V 250,yes,37377
1992,*,sedan,*,100,yes,37378
1999,*,other,*,CLK 320,yes,37379
2001,*,sedan,*,A6,no,37380
2005,*,van,*,Caddy,yes,37381
2013,*,sedan,*,A8,yes,37382
2001,*,sedan,*,A6,yes,37383
2005,*,hatch,*,Megane,yes,37384
2006,*,hatch,*,Colt,yes,37385
2010,*,sedan,*,S 500,yes,37386
2005,*,sedan,*,Lancer,yes,37387
2010,*,other,*,Passat CC,yes,37388
2013,*,crossover,*,X1,yes,37389
2004,*,sedan,*,525,yes,37390
2007,*,van,*,Trafic,yes,37391
2004,*,other,*,SLK 200,yes,37392
2007,*,other,*,CLK 280,yes,37393
2005,*,other,*,Touareg,yes,37394
2013,*,sedan,*,535,yes,37395
2007,*,hatch,*,Polo,yes,37396
2008,*,sedan,*,A6,no,37397
2014,*,van,*,T5 (Transporter) ,yes,37398
2004,*,other,*,Land Cruiser Prado,yes,37399
2005,*,van,*,Kangoo,yes,37400
2011,*,sedan,*,535,yes,37401
2006,*,crossover,*,Pajero Sport,yes,37402
2001,*,vagon,*,Passat B5,no,37403
2005,*,vagon,*,Megane,yes,37404
2005,*,hatch,*,118,yes,37405
2014,*,other,*,C-Class,yes,37406
2008,*,crossover,*,ML 63 AMG,yes,37407
2001,*,vagon,*,320,no,37408
1996,*,hatch,*,Golf III,yes,37409
1992,*,sedan,*,190,yes,37410
2012,*,crossover,*,Outlander XL,yes,37411
2005,*,sedan,*,Laguna,no,37412
2012,*,sedan,*,550,yes,37413
2010,*,vagon,*,Clio,yes,37414
2011,*,van,*,Vito,yes,37415
1993,*,sedan,*,100,yes,37416
2003,*,other,*,Pajero Pinin,yes,37417
2010,*,van,*,Caddy,yes,37418
2013,*,van,*,Scenic,no,37419
2009,*,crossover,*,Pajero Wagon,yes,37420
1997,*,vagon,*,525,no,37421
2008,*,hatch,*,Polo,yes,37422
2012,*,sedan,*,S 350,yes,37423
2013,*,sedan,*,Jetta,yes,37424
1986,*,crossover,*,Pajero,yes,37425
2011,*,vagon,*,Passat B6,yes,37426
2000,*,sedan,*,Bora,yes,37427
2009,*,vagon,*,Kangoo,yes,37428
2012,*,van,*,Touran,yes,37429
1994,*,sedan,*,E-Class,no,37430
2014,*,vagon,*,328,yes,37431
2011,*,sedan,*,750,yes,37432
2011,*,sedan,*,Passat B7,yes,37433
2007,*,van,*,T5 (Transporter),yes,37434
2014,*,sedan,*,328,yes,37435
2006,*,vagon,*,530,yes,37436
2008,*,crossover,*,Rav 4,yes,37437
2001,*,sedan,*,S 320,yes,37438
2016,*,crossover,*,Outlander,yes,37439
2005,*,sedan,*,C-Class,yes,37440
2002,*,crossover,*,Rav 4,yes,37441
2005,*,sedan,*,523,yes,37442
2007,*,sedan,*,C-Class,yes,37443
1994,*,vagon,*,80,no,37444
2013,*,crossover,*,Pajero Wagon,yes,37445
2013,*,crossover,*,GLK 220,yes,37446
2013,*,other,*,520,yes,37447
2009,*,sedan,*,E-Class,yes,37448
2013,*,other,*,Vito,yes,37449
2007,*,van,*,Sprinter 318,yes,37450
2015,*,sedan,*,Polo,yes,37451
2013,*,vagon,*,Golf VI,yes,37452
2014,*,sedan,*,Jetta,yes,37453
2006,*,sedan,*,S 500,yes,37454
2015,*,crossover,*,ML 250,yes,37455
2009,*,hatch,*,IQ,yes,37456
2012,*,sedan,*,S 500,yes,37457
2015,*,sedan,*,A8,yes,37458
2001,*,vagon,*,A4,no,37459
2000,*,other,*,Celica,yes,37460
2006,*,crossover,*,Touareg,yes,37461
1969,*,sedan,*,S 280,yes,37462
2013,*,sedan,*,5 Series GT,yes,37463
1990,*,sedan,*,520,yes,37464
2007,*,sedan,*,S 320,no,37465
2012,*,vagon,*,Clio,yes,37466
2010,*,other,*,5 Series GT,yes,37467
1997,*,van,*,T4 (Transporter),yes,37468
2011,*,hatch,*,Megane,yes,37469
1987,*,hatch,*,Golf II,yes,37470
2000,*,other,*,740,yes,37471
2006,*,hatch,*,Yaris,yes,37472
2007,*,other,*,T5 (Transporter),yes,37473
1993,*,crossover,*,Land Cruiser 80,yes,37474
2009,*,crossover,*,ML 320,yes,37475
1994,*,sedan,*,S4,yes,37476
2001,*,sedan,*,CLK 430,no,37477
2013,*,crossover,*,X5 M,yes,37478
2006,*,sedan,*,Passat B5,yes,37479
2012,*,hatch,*,A1,yes,37480
2012,*,crossover,*,Rav 4,yes,37481
2014,*,sedan,*,S 500,yes,37482
1994,*,sedan,*,730,yes,37483
1997,*,sedan,*,525,yes,37484
1995,*,vagon,*,E-Class,yes,37485
1988,*,sedan,*,300,yes,37486
2003,*,vagon,*,Passat B5,no,37487
2003,*,sedan,*,Avensis,yes,37488
2014,*,crossover,*,Outlander XL,yes,37489
2007,*,sedan,*,Jetta,yes,37490
2011,*,sedan,*,528,yes,37491
2007,*,other,*,Vito,yes,37492
2003,*,sedan,*,320,yes,37493
2008,*,crossover,*,Q7,yes,37494
1997,*,crossover,*,Land Cruiser 80,yes,37495
2006,*,other,*,Camry,yes,37496
2007,*,van,*,Sharan,yes,37497
2003,*,sedan,*,E-Class,no,37498
2013,*,crossover,*,A6,yes,37499
1984,*,sedan,*,Jetta,yes,37500
2011,*,sedan,*,Fluence,yes,37501
2011,*,sedan,*,A6,yes,37502
2011,*,vagon,*,A6,yes,37503
2004,*,hatch,*,1 Series,yes,37504
2011,*,van,*,Caravelle,yes,37505
2011,*,van,*,Caddy,yes,37506
2004,*,sedan,*,Bora,yes,37507
2003,*,hatch,*,Golf IV,yes,37508
2008,*,other,*,Vito,yes,37509
2006,*,vagon,*,Grandis,yes,37510
2011,*,sedan,*,520,yes,37511
2011,*,sedan,*,Avensis,yes,37512
2011,*,van,*,Caddy,no,37513
1998,*,other,*,T4 (Transporter),yes,37514
2013,*,other,*,Tundra,yes,37515
2003,*,other,*,Vito,yes,37516
2009,*,crossover,*,X6,yes,37517
1992,*,sedan,*,525,yes,37518
2012,*,van,*,B 180,yes,37519
2006,*,crossover,*,G 500,yes,37520
2006,*,crossover,*,Land Cruiser Prado,yes,37521
2001,*,sedan,*,530,no,37522
2013,*,sedan,*,A6,yes,37523
2005,*,vagon,*,Passat B6,no,37524
2008,*,vagon,*,Passat B6,no,37525
2004,*,crossover,*,ML 350,yes,37526
2005,*,sedan,*,Passat B5,yes,37527
2011,*,sedan,*,S 500,yes,37528
1992,*,van,*,T4 (Transporter),yes,37529
1998,*,van,*,Sprinter 312,yes,37530
2013,*,crossover,*,GL 350,yes,37531
2001,*,other,*,Vito,yes,37532
2008,*,sedan,*,C-Class,yes,37533
2005,*,crossover,*,X3,no,37534
2016,*,sedan,*,A3,yes,37535
2003,*,sedan,*,530,no,37536
2006,*,vagon,*,A4,no,37537
2007,*,other,*,Hilux,yes,37538
2010,*,crossover,*,ML 350,yes,37539
2000,*,sedan,*,E-Class,no,37540
2008,*,hatch,*,Golf V,yes,37541
2011,*,other,*,Vito,yes,37542
1994,*,hatch,*,Golf III,no,37543
2016,*,sedan,*,Q3,yes,37544
2013,*,van,*,Trafic,yes,37545
2010,*,van,*,Vito,yes,37546
2013,*,vagon,*,Laguna,yes,37547
1998,*,sedan,*,525,yes,37548
2011,*,van,*,T6 (Transporter) ,yes,37549
2013,*,crossover,*,Q5,yes,37550
2007,*,sedan,*,Multivan,yes,37551
1999,*,other,*,Vito,yes,37552
1999,*,sedan,*,730,no,37553
2012,*,crossover,*,Venza,yes,37554
2009,*,crossover,*,Q7,yes,37555
2010,*,crossover,*,GL 450,yes,37556
2006,*,sedan,*,Logan,yes,37557
2012,*,crossover,*,Touareg,yes,37558
2012,*,vagon,*,X1,yes,37559
2005,*,hatch,*,Golf V,yes,37560
1996,*,sedan,*,318,yes,37561
2012,*,vagon,*,Golf VI,yes,37562
1998,*,sedan,*,S 500,yes,37563
2007,*,van,*,Caddy,yes,37564
2013,*,hatch,*,Sandero,yes,37565
2016,*,other,*,S 400,yes,37566
2000,*,sedan,*,520,yes,37567
2008,*,van,*,Grand Scenic,yes,37568
2013,*,crossover,*,ML 350,yes,37569
2011,*,sedan,*,Phaeton,yes,37570
2006,*,vagon,*,Kangoo,yes,37571
2009,*,other,*,Camry,yes,37572
2006,*,van,*,Caddy,yes,37573
2008,*,vagon,*,A6,yes,37574
2012,*,van,*,Scenic,yes,37575
2009,*,other,*,Vito,yes,37576
2014,*,sedan,*,550,yes,37577
2011,*,van,*,Kangoo,yes,37578
2003,*,other,*,Rav 4,yes,37579
2008,*,vagon,*,Kangoo,yes,37580
1978,*,sedan,*,E-Class,yes,37581
2014,*,crossover,*,Touareg,yes,37582
2012,*,crossover,*,ASX,yes,37583
2000,*,van,*,T4 (Transporter),yes,37584
2014,*,other,*,Kangoo,yes,37585
2007,*,sedan,*,730,yes,37586
2012,*,sedan,*,CLS 350,yes,37587
2007,*,van,*,Sienna,yes,37588
2016,*,van,*,Vito,yes,37589
2003,*,other,*,T4 (Transporter) ,yes,37590
2012,*,vagon,*,Laguna,yes,37591
2011,*,sedan,*,523,yes,37592
2008,*,hatch,*,B 200,no,37593
2015,*,crossover,*,Q7,yes,37594
2004,*,hatch,*,Polo,yes,37595
2003,*,van,*,Vito,yes,37596
2011,*,other,*,Caddy,yes,37597
1993,*,sedan,*,Vento,yes,37598
2000,*,vagon,*,520,no,37599
2007,*,sedan,*,Kangoo,yes,37600
2007,*,sedan,*,A4,yes,37601
1997,*,sedan,*,520,yes,37602
2013,*,sedan,*,Polo,yes,37603
1986,*,hatch,*,Golf II,yes,37604
2013,*,crossover,*,Outlander,yes,37605
2000,*,sedan,*,525,no,37606
2016,*,crossover,*,Q7,yes,37607
1993,*,other,*,T4 (Transporter),yes,37608
2006,*,other,*,Touran,no,37609
1999,*,sedan,*,E-Class,yes,37610
2013,*,vagon,*,Megane,yes,37611
1997,*,other,*,323,yes,37612
2007,*,hatch,*,118,yes,37613
2012,*,sedan,*,520,yes,37614
2010,*,sedan,*,S 550,yes,37615
2008,*,other,*,ML 63 AMG,yes,37616
2012,*,sedan,*,A4,yes,37617
2001,*,sedan,*,740,yes,37618
1988,*,sedan,*,524,yes,37619
2005,*,other,*,645,yes,37620
2014,*,crossover,*,Q7,yes,37621
1999,*,sedan,*,735,yes,37622
2004,*,van,*,Vito,no,37623
2000,*,sedan,*,320,no,37624
2011,*,other,*,TT,yes,37625
1987,*,other,*,Jetta,yes,37626
2011,*,crossover,*,Q5,yes,37627
1995,*,van,*,T4 (Transporter),yes,37628
1997,*,sedan,*,Passat B5,yes,37629
2013,*,crossover,*,Highlander,yes,37630
2016,*,crossover,*,X6,yes,37631
1999,*,sedan,*,Camry,yes,37632
2010,*,other,*,Q7,yes,37633
2000,*,sedan,*,A8,yes,37634
2007,*,sedan,*,Megane,yes,37635
2005,*,sedan,*,A6,yes,37636
1986,*,vagon,*,Passat B2,yes,37637
1994,*,hatch,*,Corolla,yes,37638
2011,*,crossover,*,Pajero Wagon,yes,37639
2013,*,vagon,*,A4 Allroad,yes,37640
2014,*,other,*,S 500,yes,37641
2002,*,crossover,*,Pajero Sport,yes,37642
2012,*,hatch,*,Golf VI,yes,37643
1999,*,sedan,*,C-Class,yes,37644
2012,*,sedan,*,Polo,yes,37645
2006,*,crossover,*,Rav 4,yes,37646
2001,*,sedan,*,Avensis,yes,37647
2009,*,vagon,*,A6 Allroad,yes,37648
2011,*,crossover,*,Amarok,yes,37649
2001,*,sedan,*,A8,no,37650
1999,*,sedan,*,530,no,37651
2000,*,sedan,*,320,yes,37652
2016,*,sedan,*,Logan,yes,37653
2007,*,van,*,T6 (Transporter),yes,37654
2007,*,hatch,*,Corolla,yes,37655
2012,*,vagon,*,Kangoo,yes,37656
2004,*,hatch,*,A 140,yes,37657
2009,*,vagon,*,Megane,yes,37658
1996,*,sedan,*,S 500,yes,37659
2008,*,vagon,*,E-Class,yes,37660
1997,*,hatch,*,Golf III,yes,37661
2014,*,crossover,*,X1,yes,37662
1988,*,other,*,Corolla,yes,37663
2016,*,sedan,*,520,yes,37664
2006,*,van,*,Trafic,yes,37665
2007,*,crossover,*,Outlander XL,yes,37666
2008,*,other,*,Trafic,yes,37667
2012,*,other,*,T6 (Transporter) ,yes,37668
2007,*,van,*,Megane,yes,37669
2004,*,crossover,*,Outlander,yes,37670
2011,*,hatch,*,A3,yes,37671
2010,*,other,*,Caddy,yes,37672
2005,*,vagon,*,A6,yes,37673
2003,*,sedan,*,Passat B5,yes,37674
2010,*,vagon,*,Logan,yes,37675
1999,*,other,*,T4 (Transporter),yes,37676
2001,*,van,*,T4 (Transporter) ,yes,37677
2005,*,van,*,Viano,yes,37678
1997,*,sedan,*,528,no,37679
2008,*,other,*,E-Class,yes,37680
2010,*,sedan,*,S 350,yes,37681
2008,*,sedan,*,A4,yes,37682
2012,*,crossover,*,GLK 220,yes,37683
2000,*,sedan,*,Passat B5,no,37684
2010,*,other,*,X5,yes,37685
2011,*,sedan,*,Latitude,yes,37686
2006,*,sedan,*,CLS 350,yes,37687
2014,*,sedan,*,M5,yes,37688
1997,*,sedan,*,A8,yes,37689
2013,*,sedan,*,Symbol,yes,37690
2004,*,other,*,A8,yes,37691
2013,*,sedan,*,Passat B7,no,37692
2014,*,sedan,*,750,yes,37693
1998,*,sedan,*,C-Class,yes,37694
1987,*,sedan,*,318,yes,37695
2006,*,other,*,Caddy,yes,37696
2016,*,crossover,*,Pajero Sport,yes,37697
2011,*,vagon,*,Golf Variant,yes,37698
1999,*,sedan,*,Bora,yes,37699
1999,*,hatch,*,A 140,no,37700
2002,*,sedan,*,A6,no,37701
2003,*,sedan,*,Bora,yes,37702
1991,*,sedan,*,S 320,yes,37703
2011,*,other,*,ASX,yes,37704
2014,*,sedan,*,CLA 200,yes,37705
2011,*,crossover,*,Touareg,yes,37706
2000,*,hatch,*,Golf IV,no,37707
2010,*,hatch,*,A3,yes,37708
2005,*,vagon,*,Passat B5,yes,37709
2005,*,vagon,*,Space Star,yes,37710
2016,*,sedan,*,Passat B8,yes,37711
2014,*,crossover,*,Rav 4,yes,37712
1992,*,sedan,*,520,yes,37713
1988,*,sedan,*,230,yes,37714
2016,*,crossover,*,X1,yes,37715
2005,*,hatch,*,Laguna,no,37716
2004,*,sedan,*,Passat B5,yes,37717
2006,*,other,*,Sprinter 313,yes,37718
2013,*,sedan,*,Camry,yes,37719
1991,*,sedan,*,Jetta,yes,37720
2014,*,hatch,*,A7,yes,37721
2006,*,van,*,Previa,yes,37722
1993,*,hatch,*,Golf III,yes,37723
2008,*,other,*,Pajero Wagon,yes,37724
